Timestamp,Detected,X,Y,Radius (px)
0.033,0,-1,-1,-1
0.397,0,-1,-1,-1
0.46,0,-1,-1,-1
0.517,0,-1,-1,-1
0.569,0,-1,-1,-1
0.614,0,-1,-1,-1
0.656,1,228,3,11
0.694,1,220,45,18
0.726,1,217,78,19
0.761,1,212,152,20
0.796,1,209,198,20
0.832,1,207,248,20
0.867,1,203,367,21
0.897,1,201,431,19
0.931,0,-1,-1,-1
0.969,0,-1,-1,-1
0.999,0,-1,-1,-1
