Timestamp,Detected,X,Y,Radius (px)
0.069,0,-1,-1,-1
0.448,0,-1,-1,-1
0.522,0,-1,-1,-1
0.576,0,-1,-1,-1
0.623,0,-1,-1,-1
0.666,1,221,1,5
0.71,1,214,30,18
0.749,1,205,90,19
0.78,1,201,127,20
0.812,1,192,212,20
0.847,1,188,263,20
0.881,1,183,320,21
0.91,1,172,440,15
0.94,0,-1,-1,-1
0.98,0,-1,-1,-1
1.01,0,-1,-1,-1
