Timestamp,Detected,X,Y,Radius (px)
0.034,0,-1,-1,-1
0.402,0,-1,-1,-1
0.462,0,-1,-1,-1
0.518,0,-1,-1,-1
0.569,0,-1,-1,-1
0.614,0,-1,-1,-1
0.653,0,-1,-1,-1
0.687,0,-1,-1,-1
0.718,1,216,9,15
0.746,1,210,30,18
0.78,1,206,57,19
0.818,1,196,125,20
0.846,1,191,164,20
0.877,1,184,210,20
0.908,1,175,317,21
0.944,1,171,378,22
0.975,1,165,438,16
1.003,0,-1,-1,-1
