Timestamp,Detected,X,Y,Radius (px)
0.068,0,-1,-1,-1
0.446,0,-1,-1,-1
0.521,0,-1,-1,-1
0.588,0,-1,-1,-1
0.647,0,-1,-1,-1
0.71,1,223,50,17
0.757,1,214,113,19
0.802,1,207,192,19
0.839,1,199,290,20
0.875,1,197,346,20
0.917,1,195,408,21
0.958,0,-1,-1,-1
1.005,0,-1,-1,-1
