Timestamp,Detected,X,Y,Radius (px)
0.031,0,-1,-1,-1
0.413,0,-1,-1,-1
0.475,0,-1,-1,-1
0.549,0,-1,-1,-1
0.588,0,-1,-1,-1
0.634,1,213,6,13
0.668,1,204,49,18
0.708,1,200,79,18
0.741,1,191,150,18
0.769,1,187,192,19
0.801,1,183,238,19
0.842,1,177,344,20
0.87,1,175,403,21
0.9,0,-1,-1,-1
0.932,0,-1,-1,-1
0.97,0,-1,-1,-1
1.0,0,-1,-1,-1
