Timestamp,Detected,X,Y,Radius (px)
0.033,0,-1,-1,-1
0.397,0,-1,-1,-1
0.467,0,-1,-1,-1
0.526,0,-1,-1,-1
0.578,0,-1,-1,-1
0.617,1,218,5,12
0.655,1,213,22,18
0.69,1,203,77,18
0.72,1,198,109,18
0.749,1,193,148,18
0.783,1,187,191,19
0.818,1,176,293,20
0.848,1,171,352,20
0.879,1,168,416,21
0.91,0,-1,-1,-1
0.946,0,-1,-1,-1
0.975,0,-1,-1,-1
1.008,0,-1,-1,-1
