Timestamp,Detected,X,Y,Radius (px)
0.034,0,-1,-1,-1
0.405,0,-1,-1,-1
0.478,0,-1,-1,-1
0.538,0,-1,-1,-1
0.586,0,-1,-1,-1
0.629,1,213,2,9
0.666,1,209,15,17
0.699,1,198,69,17
0.748,1,195,101,19
0.796,1,184,180,19
0.833,1,175,276,20
0.87,1,167,392,20
0.901,1,163,447,10
0.934,0,-1,-1,-1
0.968,0,-1,-1,-1
1.0,0,-1,-1,-1
