Timestamp,Detected,X,Y,Radius (px)
0.077,0,-1,-1,-1
0.453,0,-1,-1,-1
0.511,0,-1,-1,-1
0.564,0,-1,-1,-1
0.611,0,-1,-1,-1
0.656,0,-1,-1,-1
0.7,0,-1,-1,-1
0.748,1,205,1,10
0.791,1,198,40,18
0.831,1,188,104,19
0.87,1,176,185,20
0.91,1,171,233,21
0.949,1,163,345,22
0.987,1,160,409,23
1.028,0,-1,-1,-1
