Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,1
0.11,0,-1,-1,0,1
0.18,0,-1,-1,0,1
0.24,1,592,192,21.05,1
0.29,1,524,248,50.62,1
0.33,1,392,293,53.58,1
0.36,1,319,305,56.47,1
0.4,1,247,311,57.88,1
0.43,1,178,310,55.32,1
0.46,1,113,299,52.54,1
0.49,1,56,281,49.42,1
0.52,0,-1,-1,0,1
0.55,0,-1,-1,0,1
0.58,0,-1,-1,0,1
0.61,0,-1,-1,0,1
0.64,0,-1,-1,0,1
0.67,0,-1,-1,0,1
0.7,0,-1,-1,0,1
0.73,0,-1,-1,0,1
0.76,0,-1,-1,0,1
0.79,0,-1,-1,0,1
0.82,0,-1,-1,0,1
0.85,0,-1,-1,0,1
0.88,0,-1,-1,0,1
0.91,0,-1,-1,0,1
0.95,0,-1,-1,0,1
0.97,0,-1,-1,0,1
1.0,0,-1,-1,0,1
1.03,0,-1,-1,0,1
1.06,0,-1,-1,0,1
1.1,0,-1,-1,0,1
1.13,0,-1,-1,0,1
1.17,1,13,254,28.98,1
1.2,1,39,275,45.18,1
1.23,1,89,293,49.91,1
1.26,1,209,310,51.54,1
1.3,1,273,312,50.88,1
1.33,1,337,305,49.66,1
1.36,1,401,291,48.28,1
1.39,1,461,274,46.7,1
1.42,1,566,229,44.2,1
1.46,1,587,208,26.31,1
1.49,0,-1,-1,0,1
1.52,0,-1,-1,0,1
1.55,0,-1,-1,0,1
1.58,0,-1,-1,0,1
1.62,0,-1,-1,0,1
1.65,0,-1,-1,0,1
1.68,0,-1,-1,0,1
1.7,0,-1,-1,0,1
1.74,0,-1,-1,0,1
1.77,0,-1,-1,0,1
1.8,0,-1,-1,0,1
1.83,0,-1,-1,0,1
1.86,0,-1,-1,0,1
1.89,0,-1,-1,0,1
1.92,0,-1,-1,0,1
1.95,0,-1,-1,0,1
1.98,0,-1,-1,0,1
2.01,1,588,212,26.58,1
2.05,1,566,232,47.13,1
2.08,1,515,256,50.36,1
2.11,1,454,278,51.54,1
2.14,1,324,308,53.55,1
2.17,1,260,313,54.42,1
2.2,1,196,311,52.89,1
2.24,1,139,304,50.39,1
2.27,1,85,293,47.86,1
2.3,1,15,259,30.53,1
2.33,0,-1,-1,0,1
2.37,0,-1,-1,0,1
2.4,0,-1,-1,0,1
2.43,0,-1,-1,0,1
2.46,0,-1,-1,0,1
2.48,0,-1,-1,0,1
2.51,0,-1,-1,0,1
2.55,0,-1,-1,0,1
2.58,0,-1,-1,0,1
2.6,0,-1,-1,0,1
2.63,0,-1,-1,0,1
2.67,0,-1,-1,0,1
2.7,0,-1,-1,0,1
2.72,0,-1,-1,0,1
2.76,0,-1,-1,0,1
2.79,0,-1,-1,0,1
2.82,0,-1,-1,0,1
2.85,0,-1,-1,0,1
2.89,0,-1,-1,0,1
2.92,1,14,251,28.72,1
2.94,1,35,270,41.88,1
2.97,1,77,287,45.35,1
3.01,1,126,300,47.56,1
3.04,1,180,308,48.63,1
3.07,1,237,312,49.08,1
3.1,1,354,303,47.86,1
3.13,1,413,290,47.46,1
3.16,1,468,274,46.52,1
3.19,1,520,254,45.46,1
3.22,1,566,232,44.3,1
3.25,0,-1,-1,0,1
3.28,0,-1,-1,0,1
3.31,0,-1,-1,0,1
3.35,0,-1,-1,0,1
3.38,0,-1,-1,0,1
3.41,0,-1,-1,0,1
3.44,0,-1,-1,0,1
3.47,0,-1,-1,0,1
3.5,0,-1,-1,0,1
3.54,0,-1,-1,0,1
3.56,0,-1,-1,0,1
3.6,0,-1,-1,0,1
3.63,0,-1,-1,0,1
3.66,0,-1,-1,0,1
3.69,0,-1,-1,0,1
3.72,0,-1,-1,0,1
3.76,0,-1,-1,0,1
3.79,1,580,220,36.13,1
3.82,1,553,240,49.14,1
3.85,1,444,282,50.59,1
3.88,1,384,298,51.08,1
3.92,1,324,308,51.43,1
3.94,1,265,313,52.38,1
3.97,1,208,311,50.96,1
4.01,1,107,298,46.11,1
4.04,1,63,285,42.69,1
4.07,1,29,269,37.83,1
4.1,1,12,251,26.12,1
4.13,0,-1,-1,0,1
4.16,0,-1,-1,0,1
4.19,0,-1,-1,0,1
4.23,0,-1,-1,0,1
4.26,0,-1,-1,0,1
4.29,0,-1,-1,0,1
4.32,0,-1,-1,0,1
4.35,0,-1,-1,0,1
4.38,0,-1,-1,0,1
