Timestamp,Detected,X,Y,Radius (px)
0.046,0,-1,-1,-1
0.407,0,-1,-1,-1
0.48,0,-1,-1,-1
0.544,0,-1,-1,-1
0.583,0,-1,-1,-1
0.629,0,-1,-1,-1
0.675,0,-1,-1,-1
0.709,0,-1,-1,-1
0.742,0,-1,-1,-1
0.768,0,-1,-1,-1
0.801,0,-1,-1,-1
0.835,0,-1,-1,-1
0.867,1,252,10,25
0.897,1,239,75,42
0.927,1,228,176,46
0.963,1,214,296,50
0.996,0,-1,-1,-1
