Timestamp,Detected,X,Y,Radius (px)
0.035,0,-1,-1,-1
0.411,0,-1,-1,-1
0.485,0,-1,-1,-1
0.549,0,-1,-1,-1
0.596,0,-1,-1,-1
0.634,0,-1,-1,-1
0.672,0,-1,-1,-1
0.706,0,-1,-1,-1
0.742,0,-1,-1,-1
0.773,0,-1,-1,-1
0.805,1,228,40,41
0.839,1,216,137,46
0.87,1,202,255,50
0.896,1,188,392,57
0.93,0,-1,-1,-1
0.963,0,-1,-1,-1
0.998,0,-1,-1,-1
