Timestamp,Detected,X,Y,Radius (px)
0.031,0,-1,-1,-1
0.418,0,-1,-1,-1
0.496,0,-1,-1,-1
0.556,0,-1,-1,-1
0.601,0,-1,-1,-1
0.649,0,-1,-1,-1
0.691,0,-1,-1,-1
0.732,0,-1,-1,-1
0.768,0,-1,-1,-1
0.804,0,-1,-1,-1
0.844,1,171,218,71
0.882,1,144,411,54
0.919,0,-1,-1,-1
0.956,0,-1,-1,-1
0.998,0,-1,-1,-1
