Timestamp,Detected,X,Y,Radius (px)
0.036,0,-1,-1,-1
0.409,0,-1,-1,-1
0.471,0,-1,-1,-1
0.534,0,-1,-1,-1
0.579,0,-1,-1,-1
0.622,0,-1,-1,-1
0.664,0,-1,-1,-1
0.695,0,-1,-1,-1
0.725,0,-1,-1,-1
0.753,0,-1,-1,-1
0.785,0,-1,-1,-1
0.818,0,-1,-1,-1
0.849,0,-1,-1,-1
0.882,1,368,1,40
0.919,1,349,85,86
0.952,1,345,187,77
0.985,1,340,341,78
1.014,1,344,409,69
