Timestamp,Detected,X,Y,Radius (px)
0.04,0,-1,-1,-1
0.377,0,-1,-1,-1
0.43,0,-1,-1,-1
0.484,0,-1,-1,-1
0.527,0,-1,-1,-1
0.566,0,-1,-1,-1
0.61,0,-1,-1,-1
0.657,0,-1,-1,-1
0.69,0,-1,-1,-1
0.717,0,-1,-1,-1
0.749,0,-1,-1,-1
0.781,0,-1,-1,-1
0.81,0,-1,-1,-1
0.839,0,-1,-1,-1
0.87,1,480,1,43
0.902,1,473,184,188
0.931,1,472,350,106
0.959,0,-1,-1,-1
0.991,0,-1,-1,-1
1.022,0,-1,-1,-1
