Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,1,42,255,41.05,1
0.13,0,-1,-1,0,1
0.21,0,-1,-1,0,1
0.28,0,-1,-1,0,1
0.33,0,-1,-1,0,1
0.37,0,-1,-1,0,1
0.4,0,-1,-1,0,1
0.44,0,-1,-1,0,1
0.48,0,-1,-1,0,1
0.51,0,-1,-1,0,1
0.55,0,-1,-1,0,1
0.59,0,-1,-1,0,1
0.63,0,-1,-1,0,1
0.66,0,-1,-1,0,1
0.7,1,19,238,33.85,1
0.73,1,105,283,49.97,1
0.77,1,164,299,51.79,1
0.8,1,292,311,50.83,1
0.84,1,359,307,48.65,1
0.88,1,488,278,44.3,1
0.92,1,546,257,43.2,1
0.95,0,-1,-1,0,1
0.99,0,-1,-1,0,1
1.03,0,-1,-1,0,1
1.08,0,-1,-1,0,1
1.11,0,-1,-1,0,1
1.15,0,-1,-1,0,1
1.19,0,-1,-1,0,1
1.22,0,-1,-1,0,1
1.26,0,-1,-1,0,1
1.3,0,-1,-1,0,1
1.33,0,-1,-1,0,1
1.36,0,-1,-1,0,1
1.4,0,-1,-1,0,1
1.44,0,-1,-1,0,1
1.48,0,-1,-1,0,1
1.51,0,-1,-1,0,1
1.55,1,597,220,10.55,1
1.59,1,575,240,37.52,1
1.63,1,532,261,44.78,1
1.67,1,410,298,47.75,1
1.7,1,282,310,51.24,1
1.73,1,221,307,50.72,1
1.77,1,163,298,49.27,1
1.81,1,62,265,42.64,1
1.85,1,26,244,35.09,1
1.88,1,7,222,20.06,1
1.92,0,-1,-1,0,1
1.97,0,-1,-1,0,1
2.0,0,-1,-1,0,1
2.03,0,-1,-1,0,1
2.08,0,-1,-1,0,1
2.11,0,-1,-1,0,1
2.15,0,-1,-1,0,1
2.19,0,-1,-1,0,1
2.23,0,-1,-1,0,1
2.27,0,-1,-1,0,1
2.3,0,-1,-1,0,1
2.34,0,-1,-1,0,1
2.37,0,-1,-1,0,1
2.41,0,-1,-1,0,1
2.44,1,4,219,16.12,1
2.48,1,22,242,34.9,1
2.52,1,105,283,47.75,1
2.55,1,215,306,49.43,1
2.59,1,273,310,48.8,1
2.62,1,334,309,47.36,1
2.66,1,453,288,43.84,1
2.7,1,508,272,42.05,1
2.73,1,558,252,41.23,1
2.77,0,-1,-1,0,1
2.81,0,-1,-1,0,1
2.85,0,-1,-1,0,1
2.88,0,-1,-1,0,1
2.92,0,-1,-1,0,1
2.96,0,-1,-1,0,1
3.0,0,-1,-1,0,1
3.03,0,-1,-1,0,1
3.07,0,-1,-1,0,1
3.11,0,-1,-1,0,1
3.15,0,-1,-1,0,1
3.18,0,-1,-1,0,1
3.22,0,-1,-1,0,1
3.26,0,-1,-1,0,1
3.3,0,-1,-1,0,1
3.34,0,597,218,6.58,1
3.37,1,547,255,42.62,1
3.41,1,440,291,45.31,1
3.45,1,382,303,46.49,1
3.49,1,266,309,49.48,1
3.53,1,211,305,48.58,1
3.56,1,110,284,44.84,1
3.6,1,66,267,41.91,1
3.64,1,12,229,25.84,1
3.68,0,-1,-1,0,1
3.72,0,-1,-1,0,1
3.76,0,-1,-1,0,1
3.79,0,-1,-1,0,1
3.83,0,-1,-1,0,1
3.87,0,-1,-1,0,1
3.91,0,-1,-1,0,1
3.95,0,-1,-1,0,1
3.98,0,-1,-1,0,1
4.02,0,-1,-1,0,1
4.06,0,-1,-1,0,1
4.09,0,-1,-1,0,1
4.13,0,-1,-1,0,1
4.17,0,-1,-1,0,1
4.21,1,29,248,38.0,1
4.24,1,66,267,42.72,1
4.28,1,110,284,46.18,1
4.32,1,211,306,48.01,1
4.36,1,265,310,48.06,1
4.39,1,376,305,45.02,1
4.43,1,430,294,43.2,1
4.47,1,528,264,40.33,1
4.51,1,587,229,26.12,1
4.54,0,-1,-1,0,1
4.58,0,-1,-1,0,1
4.62,0,-1,-1,0,1
4.66,0,-1,-1,0,1
4.7,0,-1,-1,0,1
4.74,0,-1,-1,0,1
4.77,0,-1,-1,0,1
4.81,0,-1,-1,0,1
4.85,0,-1,-1,0,1
4.89,0,-1,-1,0,1
4.93,0,-1,-1,0,1
4.97,0,-1,-1,0,1
5.0,0,-1,-1,0,1
5.03,0,-1,-1,0,1
5.07,1,583,233,31.48,1
5.11,1,514,268,41.84,1
5.15,1,466,284,43.08,1
5.19,1,361,306,45.85,1
5.23,1,308,310,47.13,1
5.27,1,205,305,46.77,1
5.31,1,157,296,45.89,1
5.34,1,112,284,43.91,1
5.39,1,36,253,36.99,1
5.43,1,3,216,15.53,1
5.47,0,-1,-1,0,1
5.5,0,-1,-1,0,1
5.54,0,-1,-1,0,1
5.58,0,-1,-1,0,1
5.62,0,-1,-1,0,1
5.65,0,-1,-1,0,1
5.68,0,-1,-1,0,1
5.72,0,-1,-1,0,1
5.76,0,-1,-1,0,1
5.79,0,-1,-1,0,1
5.83,0,-1,-1,0,1
5.87,0,-1,-1,0,1
5.9,0,-1,-1,0,1
5.94,1,14,232,28.42,1
5.97,1,66,268,41.61,1
6.01,1,107,283,44.49,1
6.05,1,199,304,46.83,1
6.08,1,248,309,46.82,1
6.12,1,351,308,44.15,1
6.16,1,401,300,42.72,1
6.2,1,494,276,40.03,1
6.24,1,536,260,38.92,1
6.27,1,587,229,27.13,1
6.32,0,-1,-1,0,1
6.35,0,-1,-1,0,1
6.4,0,-1,-1,0,1
6.43,0,-1,-1,0,1
6.47,0,-1,-1,0,1
6.5,0,-1,-1,0,1
6.54,0,-1,-1,0,1
6.58,0,-1,-1,0,1
6.61,0,-1,-1,0,1
6.65,0,-1,-1,0,1
6.68,0,-1,-1,0,1
6.72,0,-1,-1,0,1
6.76,0,-1,-1,0,1
6.8,1,589,226,25.58,1
6.83,1,541,257,39.96,1
6.87,1,455,287,41.97,1
6.91,1,408,298,43.32,1
