Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,1
0.1,0,-1,-1,0,1
0.15,0,-1,-1,0,1
0.21,0,-1,-1,0,1
0.26,0,-1,-1,0,1
0.3,0,-1,-1,0,1
0.35,0,-1,-1,0,1
0.39,0,-1,-1,0,1
0.42,0,-1,-1,0,1
0.45,0,-1,-1,0,1
0.48,0,-1,-1,0,1
0.51,0,-1,-1,0,1
0.54,0,-1,-1,0,1
0.57,0,-1,-1,0,1
0.6,0,-1,-1,0,1
0.63,0,-1,-1,0,1
0.67,0,-1,-1,0,1
0.7,0,-1,-1,0,1
0.73,0,-1,-1,0,1
0.76,1,596,224,12.54,1
0.79,1,564,248,47.1,1
0.82,1,491,276,51.48,1
0.85,1,408,299,53.45,1
0.88,1,245,308,55.81,1
0.92,1,171,300,53.12,1
0.95,1,104,283,49.31,1
0.98,1,13,230,27.33,1
1.01,0,-1,-1,0,1
1.04,0,-1,-1,0,1
1.07,0,-1,-1,0,1
1.1,0,-1,-1,0,1
1.13,0,-1,-1,0,1
1.16,0,-1,-1,0,1
1.19,0,-1,-1,0,1
1.23,0,-1,-1,0,1
1.26,0,-1,-1,0,1
1.29,0,-1,-1,0,1
1.32,0,-1,-1,0,1
1.35,0,-1,-1,0,1
1.38,0,-1,-1,0,1
1.41,0,-1,-1,0,1
1.44,0,-1,-1,0,1
1.47,0,-1,-1,0,1
1.5,0,-1,-1,0,1
1.53,0,-1,-1,0,1
1.57,0,-1,-1,0,1
1.6,0,-1,-1,0,1
1.63,0,-1,-1,0,1
1.67,0,-1,-1,0,1
1.7,0,-1,-1,0,1
1.73,1,20,239,33.62,1
1.76,1,122,288,50.5,1
1.79,1,190,304,53.05,1
1.82,1,262,310,53.53,1
1.85,1,337,309,51.54,1
1.88,1,485,279,46.33,1
1.92,1,552,254,44.85,1
1.95,1,586,231,25.42,1
1.98,0,-1,-1,0,1
2.0,0,-1,-1,0,1
2.03,0,-1,-1,0,1
2.06,0,-1,-1,0,1
2.09,0,-1,-1,0,1
2.13,0,-1,-1,0,1
