Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,0.5
0.08,0,-1,-1,0,0.5
0.16,0,-1,-1,0,0.5
0.24,0,-1,-1,0,0.5
0.3,0,-1,-1,0,0.5
0.35,0,-1,-1,0,0.5
0.39,0,-1,-1,0,0.5
0.43,1,17,273,50.31,0.5
0.47,1,252,297,103.66,0.5
0.5,1,416,286,98.89,0.5
0.54,1,546,263,78.71,0.5
0.59,0,-1,-1,0,0.5
0.63,0,-1,-1,0,0.5
0.66,0,-1,-1,0,0.5
0.69,0,-1,-1,0,0.5
0.73,0,-1,-1,0,0.5
0.77,0,-1,-1,0,0.5
0.8,0,-1,-1,0,0.5
0.84,0,-1,-1,0,0.5
0.89,0,-1,-1,0,0.5
0.92,0,-1,-1,0,0.5
0.96,0,-1,-1,0,0.5
1.0,0,-1,-1,0,0.5
1.03,0,-1,-1,0,0.5
1.07,0,-1,-1,0,0.5
1.11,0,-1,-1,0,0.5
1.15,0,-1,-1,0,0.5
1.19,0,-1,-1,0,0.5
1.23,0,-1,-1,0,0.5
1.27,0,-1,-1,0,0.5
1.3,0,-1,-1,0,0.5
1.34,0,-1,-1,0,0.5
1.38,1,408,287,106.78,0.5
1.42,1,98,294,100.68,0.5
1.46,1,24,268,51.94,0.5
1.5,0,-1,-1,0,0.5
1.55,0,-1,-1,0,0.5
1.58,0,-1,-1,0,0.5
1.62,0,-1,-1,0,0.5
1.66,0,-1,-1,0,0.5
1.7,0,-1,-1,0,0.5
1.74,0,-1,-1,0,0.5
1.77,0,-1,-1,0,0.5
1.81,0,-1,-1,0,0.5
1.85,0,-1,-1,0,0.5
1.89,0,-1,-1,0,0.5
1.92,0,-1,-1,0,0.5
1.96,0,-1,-1,0,0.5
2.0,0,-1,-1,0,0.5
2.04,0,-1,-1,0,0.5
2.07,0,-1,-1,0,0.5
2.11,0,-1,-1,0,0.5
2.15,0,-1,-1,0,0.5
2.18,0,-1,-1,0,0.5
2.22,0,-1,-1,0,0.5
2.26,1,17,272,50.59,0.5
2.3,1,224,297,99.19,0.5
2.33,1,371,290,96.74,0.5
2.37,1,582,242,50.52,0.5
2.41,0,-1,-1,0,0.5
2.45,0,-1,-1,0,0.5
2.48,0,-1,-1,0,0.5
2.52,0,-1,-1,0,0.5
2.56,0,-1,-1,0,0.5
2.6,0,-1,-1,0,0.5
2.63,0,-1,-1,0,0.5
2.67,0,-1,-1,0,0.5
2.71,0,-1,-1,0,0.5
2.75,0,-1,-1,0,0.5
2.78,0,-1,-1,0,0.5
2.82,0,-1,-1,0,0.5
2.86,0,-1,-1,0,0.5
2.9,0,-1,-1,0,0.5
2.93,0,-1,-1,0,0.5
2.97,0,-1,-1,0,0.5
3.01,0,-1,-1,0,0.5
3.05,0,-1,-1,0,0.5
3.08,0,-1,-1,0,0.5
3.12,0,-1,-1,0,0.5
3.16,1,549,266,79.92,0.5
3.2,1,289,295,104.55,0.5
3.23,1,150,296,97.79,0.5
3.27,0,-1,-1,0,0.5
3.31,0,-1,-1,0,0.5
3.35,0,-1,-1,0,0.5
3.38,0,-1,-1,0,0.5
3.42,0,-1,-1,0,0.5
3.46,0,-1,-1,0,0.5
3.5,0,-1,-1,0,0.5
3.54,0,-1,-1,0,0.5
3.57,0,-1,-1,0,0.5
3.61,0,-1,-1,0,0.5
3.65,0,-1,-1,0,0.5
3.69,0,-1,-1,0,0.5
3.72,0,-1,-1,0,0.5
3.75,0,-1,-1,0,0.5
3.79,0,-1,-1,0,0.5
3.83,0,-1,-1,0,0.5
3.87,0,-1,-1,0,0.5
3.91,0,-1,-1,0,0.5
3.95,0,-1,-1,0,0.5
3.98,0,-1,-1,0,0.5
4.02,1,3,263,11.6,0.5
4.06,1,53,285,80.03,0.5
4.1,1,288,295,95.86,0.5
4.13,1,423,285,92.67,0.5
4.17,1,593,235,32.53,0.5
4.21,0,-1,-1,0,0.5
4.25,0,-1,-1,0,0.5
4.28,0,-1,-1,0,0.5
4.32,0,-1,-1,0,0.5
4.36,0,-1,-1,0,0.5
4.4,0,-1,-1,0,0.5
4.43,0,-1,-1,0,0.5
4.47,0,-1,-1,0,0.5
4.51,0,-1,-1,0,0.5
4.55,0,-1,-1,0,0.5
4.59,0,-1,-1,0,0.5
4.62,0,-1,-1,0,0.5
4.66,0,-1,-1,0,0.5
4.7,0,-1,-1,0,0.5
4.73,0,-1,-1,0,0.5
4.77,0,-1,-1,0,0.5
4.8,0,-1,-1,0,0.5
4.84,0,-1,-1,0,0.5
4.88,0,-1,-1,0,0.5
4.92,1,591,247,39.51,0.5
4.95,1,413,286,100.85,0.5
5.0,1,280,295,100.93,0.5
5.03,1,55,283,77.51,0.5
5.07,0,-1,-1,0,0.5
5.11,0,-1,-1,0,0.5
5.15,0,-1,-1,0,0.5
5.19,0,-1,-1,0,0.5
5.22,0,-1,-1,0,0.5
5.26,0,-1,-1,0,0.5
5.3,0,-1,-1,0,0.5
5.33,0,-1,-1,0,0.5
5.37,0,-1,-1,0,0.5
5.41,0,-1,-1,0,0.5
5.45,0,-1,-1,0,0.5
5.49,0,-1,-1,0,0.5
5.52,0,-1,-1,0,0.5
5.57,0,-1,-1,0,0.5
5.6,0,-1,-1,0,0.5
5.64,0,-1,-1,0,0.5
5.67,0,-1,-1,0,0.5
5.72,0,-1,-1,0,0.5
5.75,0,-1,-1,0,0.5
5.79,0,-1,-1,0,0.5
5.82,1,118,294,92.23,0.5
5.86,1,237,296,92.85,0.5
5.9,1,483,277,88.98,0.5
5.95,0,-1,-1,0,0.5
5.98,0,-1,-1,0,0.5
6.02,0,-1,-1,0,0.5
6.06,0,-1,-1,0,0.5
6.1,0,-1,-1,0,0.5
6.14,0,-1,-1,0,0.5
6.18,0,-1,-1,0,0.5
6.22,0,-1,-1,0,0.5
6.26,0,-1,-1,0,0.5
6.3,0,-1,-1,0,0.5
6.34,0,-1,-1,0,0.5
6.37,0,-1,-1,0,0.5
6.41,0,-1,-1,0,0.5
6.45,0,-1,-1,0,0.5
6.49,0,-1,-1,0,0.5
6.53,0,-1,-1,0,0.5
6.56,0,-1,-1,0,0.5
6.6,0,-1,-1,0,0.5
6.64,0,-1,-1,0,0.5
6.67,1,516,273,95.48,0.5
6.71,1,395,288,98.24,0.5
6.74,1,273,295,97.5,0.5
6.78,1,59,284,78.58,0.5
6.82,0,-1,-1,0,0.5
6.86,0,-1,-1,0,0.5
6.89,0,-1,-1,0,0.5
6.93,0,-1,-1,0,0.5
6.97,0,-1,-1,0,0.5
7.01,0,-1,-1,0,0.5
7.05,0,-1,-1,0,0.5
7.09,0,-1,-1,0,0.5
7.13,0,-1,-1,0,0.5
7.16,0,-1,-1,0,0.5
7.19,0,-1,-1,0,0.5
7.23,0,-1,-1,0,0.5
7.27,0,-1,-1,0,0.5
7.31,0,-1,-1,0,0.5
7.35,0,-1,-1,0,0.5
7.39,0,-1,-1,0,0.5
7.42,0,-1,-1,0,0.5
7.46,0,-1,-1,0,0.5
7.49,0,-1,-1,0,0.5
7.53,1,22,271,56.56,0.5
7.57,1,176,296,89.53,0.5
7.61,1,287,295,90.92,0.5
7.65,1,402,287,89.54,0.5
7.69,1,572,251,63.05,0.5
7.73,0,-1,-1,0,0.5
7.76,0,-1,-1,0,0.5
7.8,0,-1,-1,0,0.5
7.84,0,-1,-1,0,0.5
7.88,0,-1,-1,0,0.5
7.92,0,-1,-1,0,0.5
7.95,0,-1,-1,0,0.5
7.99,0,-1,-1,0,0.5
8.04,0,-1,-1,0,0.5
8.07,0,-1,-1,0,0.5
8.11,0,-1,-1,0,0.5
8.14,0,-1,-1,0,0.5
8.18,0,-1,-1,0,0.5
8.22,0,-1,-1,0,0.5
