Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,0.5
0.09,1,10,232,38.03,0.5
0.15,1,110,290,89.74,0.5
0.24,1,588,238,46.51,0.5
0.31,0,-1,-1,0,0.5
0.36,0,-1,-1,0,0.5
0.4,0,-1,-1,0,0.5
0.44,0,-1,-1,0,0.5
0.48,0,-1,-1,0,0.5
0.52,0,-1,-1,0,0.5
0.55,0,-1,-1,0,0.5
0.59,0,-1,-1,0,0.5
0.63,0,-1,-1,0,0.5
0.67,0,-1,-1,0,0.5
0.7,0,-1,-1,0,0.5
0.74,0,-1,-1,0,0.5
0.78,0,-1,-1,0,0.5
0.81,0,-1,-1,0,0.5
0.84,0,-1,-1,0,0.5
0.88,0,-1,-1,0,0.5
0.92,0,-1,-1,0,0.5
0.96,0,-1,-1,0,0.5
1.0,0,-1,-1,0,0.5
1.03,0,-1,-1,0,0.5
1.07,1,476,285,130.59,0.5
1.11,1,201,298,97.13,0.5
1.15,1,103,282,81.94,0.5
1.19,1,41,255,62.44,0.5
1.23,0,-1,-1,0,0.5
1.26,0,-1,-1,0,0.5
1.3,0,-1,-1,0,0.5
1.34,0,-1,-1,0,0.5
1.38,0,-1,-1,0,0.5
1.41,0,-1,-1,0,0.5
1.45,0,-1,-1,0,0.5
1.49,0,-1,-1,0,0.5
1.53,0,-1,-1,0,0.5
1.56,0,-1,-1,0,0.5
1.6,0,-1,-1,0,0.5
1.64,0,-1,-1,0,0.5
1.68,0,-1,-1,0,0.5
1.72,0,-1,-1,0,0.5
1.75,0,-1,-1,0,0.5
1.79,0,-1,-1,0,0.5
1.83,0,-1,-1,0,0.5
1.86,0,-1,-1,0,0.5
1.9,0,-1,-1,0,0.5
1.94,1,22,252,52.12,0.5
1.98,1,62,278,80.71,0.5
2.01,1,262,303,106.2,0.5
2.05,1,396,295,114.18,0.5
2.09,1,594,234,31.04,0.5
2.13,0,-1,-1,0,0.5
2.16,0,-1,-1,0,0.5
2.2,0,-1,-1,0,0.5
2.24,0,-1,-1,0,0.5
2.27,0,-1,-1,0,0.5
2.31,0,-1,-1,0,0.5
2.35,0,-1,-1,0,0.5
2.38,0,-1,-1,0,0.5
2.42,0,-1,-1,0,0.5
2.46,0,-1,-1,0,0.5
2.5,0,-1,-1,0,0.5
