Time (s),Detected,X,Y,Radius (px),Distance (m)
12.08,1,195,287,17.99,2
12.12,1,214,291,18.6,2
12.14,1,255,297,19.73,2
12.17,1,277,298,19.57,2
12.21,1,299,298,19.53,2
12.24,1,322,296,19.51,2
12.27,1,344,292,19.5,2
12.3,1,387,280,19.14,2
12.33,1,408,272,19.28,2
12.36,1,426,264,19.22,2
12.39,1,460,247,19.14,2
12.42,1,474,239,19.3,2
12.46,1,487,230,19.23,2
12.49,1,506,216,19.49,2
12.52,1,513,210,19.48,2
12.55,1,518,206,19.63,2
12.59,1,522,203,19.7,2
12.62,1,524,201,19.74,2
12.65,1,522,202,19.91,2
12.68,1,518,205,19.96,2
12.71,1,513,209,19.86,2
12.75,1,497,222,19.95,2
12.78,1,486,229,19.91,2
12.81,1,473,238,19.91,2
12.85,1,443,255,19.7,2
12.88,1,425,264,19.83,2
12.92,1,405,272,19.56,2
12.95,1,364,286,19.72,2
12.98,1,342,291,19.83,2
13.02,1,297,298,19.92,2
13.05,1,276,298,19.91,2
13.08,1,254,298,19.81,2
13.11,1,234,296,19.29,2
13.15,1,198,288,18.56,2
13.17,1,182,283,17.89,2
13.2,1,167,278,17.44,2
13.24,1,154,271,16.81,2
13.27,1,142,265,16.51,2
13.3,1,124,253,15.81,2
13.34,1,117,248,15.7,2
13.37,1,111,243,15.53,2
13.4,1,103,236,15.12,2
13.44,1,101,234,15.0,2
13.47,1,100,233,15.0,2
13.5,1,102,234,15.12,2
13.54,1,105,236,15.12,2
13.57,1,108,239,15.4,2
13.6,1,120,248,15.7,2
13.64,1,127,254,15.7,2
13.68,1,147,266,16.1,2
13.71,1,159,272,16.64,2
13.74,1,172,278,17.2,2
13.77,1,187,284,17.69,2
13.8,1,221,293,18.75,2
13.83,1,240,296,19.04,2
13.86,1,259,298,19.3,2
13.9,1,301,298,19.3,2
13.94,1,322,295,19.32,2
13.97,1,343,292,19.31,2
13.99,1,383,281,19.19,2
14.03,1,402,275,19.14,2
14.06,1,419,267,19.01,2
14.09,1,436,260,19.14,2
14.12,1,464,244,19.34,2
14.16,1,475,237,19.28,2
14.19,1,485,230,19.48,2
14.22,1,494,225,19.53,2
14.25,1,505,216,19.61,2
14.28,1,508,213,19.56,2
14.31,1,509,212,19.65,2
14.34,1,507,214,19.7,2
14.37,1,503,216,19.63,2
14.4,1,498,221,19.84,2
14.44,1,490,226,19.75,2
14.47,1,481,232,19.66,2
14.5,1,458,246,19.8,2
14.54,1,444,254,19.61,2
14.57,1,411,270,19.73,2
14.6,1,393,277,19.61,2
14.64,1,373,283,19.68,2
14.68,1,333,293,19.72,2
14.72,1,291,298,19.65,2
14.76,1,271,298,19.62,2
14.8,1,233,296,19.04,2
14.83,1,216,292,18.36,2
14.87,1,185,284,17.92,2
14.92,1,171,279,17.34,2
14.95,1,149,268,16.71,2
15.0,1,132,257,16.28,2
15.04,1,125,253,15.64,2
15.09,1,116,245,15.4,2
15.12,1,112,241,15.4,2
15.16,1,111,241,15.31,2
15.2,1,114,243,15.57,2
15.23,1,117,245,15.4,2
15.26,1,121,248,15.4,2
15.29,1,132,256,15.7,2
15.33,1,140,261,15.81,2
15.36,1,149,266,16.32,2
15.39,1,160,272,16.51,2
15.42,1,185,282,17.35,2
15.46,1,199,287,17.68,2
15.49,1,215,291,18.21,2
15.52,1,232,295,18.44,2
15.55,1,268,298,19.05,2
15.59,1,288,298,19.16,2
15.62,1,307,297,19.14,2
15.65,1,346,291,19.25,2
15.68,1,365,287,19.21,2
15.71,1,383,281,19.14,2
15.74,1,401,275,19.24,2
15.77,1,417,268,19.28,2
15.8,1,445,255,19.43,2
15.84,1,457,248,19.21,2
15.87,1,467,241,19.14,2
15.89,1,483,231,19.42,2
15.93,1,489,227,19.6,2
15.97,1,493,224,19.61,2
16.0,1,496,221,19.7,2
16.03,1,495,222,19.73,2
16.06,1,492,224,19.86,2
16.1,1,481,231,19.72,2
16.13,1,474,236,19.89,2
16.16,1,464,242,19.83,2
16.2,1,441,255,19.58,2
16.23,1,427,262,19.39,2
16.26,1,411,269,19.71,2
16.29,1,394,276,19.56,2
16.32,1,358,287,19.7,2
16.35,1,339,292,19.72,2
16.38,1,320,295,19.7,2
16.41,1,301,297,19.61,2
16.44,1,263,298,19.33,2
16.48,1,245,297,19.16,2
16.51,1,229,295,18.66,2
16.54,1,213,292,18.36,2
16.57,1,198,288,18.03,2
16.61,1,173,279,17.07,2
16.64,1,152,269,16.51,2
16.67,1,144,264,16.23,2
16.7,1,138,260,16.01,2
16.73,1,132,256,15.72,2
16.76,1,128,253,15.7,2
16.79,1,122,249,15.62,2
16.82,1,121,248,15.31,2
16.86,1,121,248,15.62,2
16.89,1,123,248,15.62,2
16.92,1,125,250,15.62,2
16.95,1,133,255,15.72,2
16.99,1,139,259,15.95,2
17.02,1,146,263,16.01,2
17.05,1,163,273,16.51,2
17.08,1,174,277,16.8,2
17.12,1,186,282,17.2,2
17.15,1,214,291,17.85,2
17.18,1,229,294,18.04,2
17.21,1,246,296,18.83,2
17.24,1,280,298,19.04,2
17.27,1,299,298,19.04,2
17.3,1,317,296,19.17,2
17.34,1,335,293,19.17,2
17.37,1,353,289,19.25,2
17.4,1,387,280,19.15,2
17.43,1,402,274,19.14,2
17.47,1,417,268,19.11,2
17.5,1,442,255,19.43,2
17.53,1,452,249,19.34,2
17.56,1,461,244,19.34,2
17.59,1,475,236,19.7,2
17.63,1,479,233,19.63,2
17.66,1,482,230,19.7,2
17.69,1,483,230,19.66,2
17.72,1,480,231,19.7,2
17.76,1,476,233,19.93,2
17.79,1,471,237,19.71,2
17.82,1,464,241,19.71,2
17.85,1,446,252,19.53,2
17.88,1,434,258,19.57,2
17.91,1,422,264,19.42,2
17.94,1,392,276,19.61,2
17.98,1,376,282,19.56,2
18.01,1,359,287,19.56,2
18.04,1,341,291,19.61,2
18.07,1,305,297,19.53,2
18.11,1,287,298,19.45,2
18.14,1,253,298,19.04,2
18.18,1,237,296,18.86,2
18.21,1,222,293,18.46,2
18.24,1,208,290,18.18,2
18.27,1,183,282,17.49,2
18.3,1,172,278,17.1,2
18.33,1,163,274,16.64,2
18.36,1,155,269,16.4,2
18.39,1,148,265,16.32,2
18.42,1,138,259,15.7,2
18.45,1,135,256,15.7,2
18.49,1,132,255,15.95,2
18.52,1,131,253,15.72,2
18.55,1,132,254,15.7,2
18.58,1,134,255,15.7,2
18.61,1,137,257,15.7,2
18.65,1,146,263,16.01,2
18.67,1,153,266,16.01,2
18.7,1,160,270,16.23,2
18.74,1,169,275,16.51,2
18.78,1,190,283,17.11,2
18.81,1,203,287,17.49,2
18.84,1,230,294,18.0,2
18.88,1,245,296,18.74,2
18.91,1,261,298,18.93,2
18.94,1,278,298,18.93,2
18.97,1,295,298,19.16,2
19.0,1,328,294,19.17,2
19.04,1,345,291,19.17,2
19.07,1,362,287,19.11,2
19.1,1,392,277,19.12,2
19.13,1,406,272,19.17,2
19.17,1,419,267,19.02,2
19.2,1,441,256,19.15,2
19.22,1,449,251,19.24,2
19.26,1,457,246,19.48,2
19.29,1,467,240,19.53,2
19.32,1,470,238,19.55,2
19.35,1,471,237,19.54,2
19.39,1,471,237,19.61,2
19.42,1,466,240,19.86,2
19.45,1,461,243,19.83,2
19.48,1,455,246,19.71,2
19.51,1,447,251,19.61,2
19.55,1,427,261,19.43,2
19.58,1,415,267,19.61,2
19.61,1,401,272,19.7,2
19.64,1,387,278,19.56,2
19.67,1,356,287,19.56,2
19.7,1,340,291,19.68,2
19.73,1,323,295,19.57,2
19.77,1,306,297,19.5,2
19.8,1,273,298,19.29,2
19.84,1,257,298,19.16,2
19.86,1,242,297,18.84,2
19.9,1,214,292,17.98,2
19.93,1,202,288,17.61,2
19.96,1,190,285,17.52,2
19.99,1,181,281,17.2,2
