Time (s),Detected,X,Y,Radius (px),Distance (m)
3.72,1,241,298,22.56,2
3.75,1,275,300,22.07,2
3.77,1,345,293,21.37,2
3.81,1,378,284,20.82,2
3.84,1,411,273,20.36,2
3.88,1,469,245,19.7,2
3.91,1,495,229,19.91,2
3.94,1,517,212,20.32,2
3.97,1,537,195,20.41,2
4.0,1,567,164,20.8,2
4.03,1,579,150,20.62,2
4.07,1,586,138,19.98,2
4.1,1,590,127,18.2,2
4.13,1,594,113,15.57,2
4.16,1,595,109,14.04,2
4.19,1,596,107,13.09,2
4.23,1,595,111,15.57,2
4.26,1,593,117,16.69,2
4.29,1,590,125,18.34,2
4.32,1,581,147,21.22,2
4.36,1,570,161,21.33,2
4.39,1,557,175,22.41,2
4.42,1,540,192,21.71,2
4.45,1,498,226,20.71,2
4.48,1,472,243,20.67,2
4.51,1,444,258,20.67,2
4.54,1,413,272,20.84,2
4.58,1,347,292,21.66,2
4.62,1,314,297,21.85,2
4.64,1,280,300,22.19,2
4.67,1,216,294,21.97,2
4.71,1,187,288,21.38,2
4.74,1,161,279,20.88,2
4.77,1,116,257,18.41,2
4.8,1,97,245,17.09,2
4.83,1,82,232,16.51,2
4.86,1,68,219,16.13,2
4.89,1,57,207,16.14,2
4.92,1,40,186,15.81,2
4.95,1,35,177,15.53,2
4.99,1,31,170,15.4,2
5.02,1,29,164,15.4,2
5.05,1,27,161,15.4,2
5.08,1,26,159,15.31,2
5.11,1,28,161,15.4,2
5.14,1,30,165,15.31,2
5.17,1,33,171,15.41,2
5.22,1,51,199,15.7,2
5.26,1,61,211,15.73,2
5.3,1,88,236,16.59,2
5.34,1,105,248,17.92,2
5.38,1,147,272,20.25,2
5.42,1,171,282,21.36,2
5.45,1,227,296,21.78,2
5.49,1,257,299,21.97,2
5.54,1,321,297,21.37,2
5.59,1,383,283,20.43,2
5.63,1,440,260,19.98,2
5.66,1,465,247,19.7,2
5.69,1,488,233,19.7,2
5.73,1,527,204,20.03,2
5.75,1,543,190,20.71,2
5.79,1,556,176,21.33,2
5.82,1,566,165,20.58,2
5.85,1,575,156,20.0,2
5.88,1,585,141,19.85,2
5.91,1,587,136,19.24,2
5.94,1,587,134,18.85,2
5.98,1,586,136,19.17,2
6.01,1,585,140,19.71,2
6.04,1,581,147,20.41,2
6.08,1,565,165,20.95,2
6.11,1,555,177,21.64,2
6.14,1,541,190,21.32,2
6.17,1,506,220,20.56,2
6.21,1,485,234,20.4,2
6.24,1,461,249,20.31,2
6.27,1,435,262,20.53,2
6.3,1,377,284,20.94,2
6.34,1,347,292,21.36,2
6.37,1,316,297,21.54,2
6.4,1,255,299,21.59,2
6.43,1,226,296,21.47,2
6.46,1,199,291,21.04,2
6.5,1,174,284,20.45,2
6.53,1,131,265,18.7,2
6.56,1,113,254,17.48,2
6.6,1,98,244,16.65,2
6.63,1,73,223,16.38,2
6.66,1,64,213,16.01,2
6.69,1,56,204,16.1,2
6.72,1,46,190,15.7,2
6.75,1,43,185,15.7,2
6.79,1,41,182,15.53,2
6.82,1,40,181,15.81,2
6.85,1,42,183,15.81,2
6.89,1,45,187,15.69,2
6.92,1,49,192,15.81,2
6.95,1,54,199,16.01,2
6.98,1,69,217,16.1,2
7.02,1,79,227,16.23,2
7.04,1,92,237,16.1,2
7.07,1,123,259,17.92,2
7.11,1,142,269,19.14,2
7.14,1,163,279,20.26,2
7.17,1,187,287,20.75,2
7.2,1,239,297,21.52,2
7.23,1,267,300,21.31,2
7.27,1,296,299,21.23,2
7.3,1,326,296,20.99,2
7.33,1,382,283,20.25,2
7.36,1,409,274,19.92,2
7.4,1,435,263,19.78,2
7.43,1,479,239,19.59,2
7.45,1,498,226,19.62,2
7.49,1,515,213,19.7,2
7.52,1,530,202,19.91,2
7.55,1,552,180,20.62,2
7.58,1,560,172,20.57,2
7.61,1,566,165,20.0,2
7.65,1,573,157,19.53,2
7.68,1,574,156,19.42,2
7.71,1,574,157,19.5,2
7.75,1,571,159,19.85,2
7.78,1,561,170,20.63,2
7.81,1,553,178,21.03,2
7.84,1,543,188,20.93,2
7.88,1,516,212,20.31,2
7.92,1,499,225,20.11,2
7.95,1,479,238,20.25,2
7.98,1,434,262,20.25,2
8.01,1,409,273,20.67,2
8.05,1,382,283,20.86,2
8.08,1,325,296,21.23,2
8.11,1,297,299,21.23,2
8.14,1,269,300,21.66,2
8.17,1,216,294,20.99,2
8.2,1,192,289,20.41,2
8.23,1,170,282,19.65,2
8.27,1,150,274,18.97,2
8.31,1,116,255,17.24,2
8.34,1,103,246,16.83,2
8.37,1,82,229,16.14,2
8.4,1,74,221,16.1,2
8.44,1,67,214,16.1,2
8.47,1,62,208,16.01,2
8.5,1,58,203,15.81,2
8.53,1,55,199,15.72,2
8.56,1,55,198,15.81,2
8.59,1,56,200,16.01,2
8.62,1,63,207,16.01,2
8.66,1,68,213,15.7,2
8.69,1,74,220,15.81,2
8.72,1,92,236,15.95,2
8.75,1,104,245,16.38,2
8.78,1,118,254,17.1,2
8.82,1,133,264,18.03,2
8.85,1,171,281,19.78,2
8.88,1,192,288,20.16,2
8.91,1,216,294,20.99,2
8.94,1,240,297,21.01,2
8.97,1,293,299,20.63,2
9.0,1,320,297,20.75,2
9.03,1,346,292,20.43,2
9.07,1,373,286,20.19,2
9.1,1,398,278,19.96,2
9.13,1,444,258,19.56,2
9.16,1,464,248,19.53,2
9.19,1,482,236,19.43,2
9.22,1,513,215,19.57,2
9.25,1,525,205,19.68,2
9.29,1,535,196,19.68,2
9.32,1,544,188,20.15,2
9.35,1,554,177,20.11,2
9.38,1,557,174,20.0,2
9.42,1,558,173,19.93,2
9.45,1,557,174,20.03,2
9.48,1,550,181,20.62,2
9.51,1,544,187,20.52,2
9.54,1,536,195,20.2,2
9.57,1,513,214,20.11,2
9.6,1,498,224,20.11,2
9.63,1,482,236,20.11,2
9.67,1,463,247,20.11,2
9.7,1,420,268,20.25,2
9.73,1,396,278,20.41,2
9.76,1,370,286,20.59,2
9.8,1,345,292,20.89,2
9.83,1,292,299,20.99,2
9.86,1,266,300,20.91,2
9.9,1,218,294,20.51,2
9.93,1,196,290,20.13,2
9.97,1,157,277,18.82,2
10.0,1,141,269,17.94,2
10.03,1,126,260,17.48,2
10.06,1,113,252,17.07,2
10.09,1,103,245,16.4,2
10.12,1,86,231,16.23,2
10.16,1,80,225,16.23,2
10.19,1,76,220,16.1,2
10.22,1,70,214,16.01,2
10.26,1,69,213,15.81,2
10.29,1,70,213,15.81,2
10.32,1,74,217,15.81,2
10.35,1,79,222,15.81,2
10.38,1,84,227,16.1,2
10.41,1,91,233,15.81,2
10.44,1,100,240,16.23,2
10.48,1,122,255,17.11,2
10.51,1,135,264,17.87,2
10.54,1,151,272,18.5,2
10.57,1,187,286,19.91,2
10.61,1,208,291,19.91,2
10.64,1,230,296,20.4,2
10.67,1,278,300,20.5,2
10.71,1,302,299,20.56,2
10.74,1,327,296,20.43,2
10.77,1,376,285,19.99,2
10.8,1,398,278,19.78,2
10.83,1,420,269,19.72,2
10.87,1,459,250,19.48,2
10.9,1,476,240,19.51,2
10.93,1,490,231,19.53,2
10.96,1,503,222,19.62,2
11.0,1,514,213,19.45,2
11.03,1,531,199,19.63,2
11.06,1,536,194,19.59,2
11.1,1,540,191,19.93,2
11.13,1,542,189,19.83,2
11.17,1,540,190,20.0,2
11.2,1,536,193,20.0,2
11.23,1,524,204,20.0,2
11.26,1,515,212,20.16,2
11.29,1,503,220,20.11,2
11.32,1,475,239,20.0,2
11.35,1,458,249,20.25,2
11.39,1,439,259,20.11,2
11.42,1,397,277,20.41,2
11.45,1,374,285,20.59,2
11.48,1,350,291,20.62,2
11.51,1,326,296,20.75,2
11.56,1,277,300,20.83,2
11.59,1,254,299,20.8,2
11.62,1,211,293,20.14,2
11.65,1,191,288,19.66,2
11.69,1,173,282,19.11,2
11.72,1,143,268,17.69,2
11.75,1,130,261,17.25,2
11.79,1,119,254,16.92,2
11.82,1,109,248,16.51,2
11.85,1,102,242,16.14,2
11.88,1,91,232,16.01,2
11.91,1,87,228,16.1,2
11.94,1,85,225,15.81,2
11.97,1,84,224,15.81,2
12.01,1,85,225,15.72,2
12.06,1,91,231,15.81,2
12.1,1,102,240,16.12,2
12.15,1,119,253,16.72,2
12.19,1,130,259,16.84,2
12.23,1,157,274,18.34,2
12.27,1,173,281,19.04,2
12.3,1,210,291,19.81,2
12.35,1,230,296,20.15,2
12.4,1,274,300,20.41,2
12.44,1,319,297,20.4,2
12.48,1,365,288,19.97,2
12.51,1,386,282,19.83,2
12.55,1,426,266,19.61,2
12.58,1,444,258,19.55,2
12.61,1,460,249,19.42,2
12.65,1,475,240,19.42,2
12.68,1,498,224,19.62,2
12.71,1,508,217,19.63,2
12.74,1,515,212,19.59,2
12.77,1,524,204,19.73,2
12.81,1,526,202,19.61,2
12.84,1,527,201,19.7,2
12.87,1,522,205,19.91,2
12.9,1,517,209,19.93,2
12.94,1,510,214,19.93,2
12.97,1,501,221,19.96,2
13.0,1,490,228,20.02,2
13.03,1,464,245,20.11,2
13.07,1,430,263,20.12,2
13.1,1,411,271,20.25,2
13.14,1,390,279,20.25,2
13.17,1,369,286,20.43,2
13.2,1,324,296,20.55,2
13.23,1,302,298,20.74,2
13.26,1,279,299,20.5,2
13.3,1,258,299,20.5,2
13.33,1,217,294,20.04,2
13.36,1,199,290,19.57,2
13.39,1,182,285,19.37,2
13.42,1,153,273,18.03,2
13.46,1,141,266,17.27,2
13.49,1,130,260,17.24,2
13.52,1,114,249,16.4,2
13.55,1,108,244,16.4,2
13.58,1,103,240,16.14,2
13.62,1,100,237,16.1,2
13.64,1,97,235,16.1,2
13.68,1,96,233,16.01,2
13.72,1,98,234,15.81,2
13.75,1,104,239,16.1,2
13.78,1,109,243,16.23,2
13.82,1,123,253,16.24,2
13.86,1,132,259,16.66,2
13.89,1,143,265,17.39,2
13.92,1,168,278,18.35,2
13.96,1,183,283,19.04,2
13.99,1,200,288,19.04,2
14.02,1,236,296,20.16,2
14.05,1,256,299,20.22,2
14.08,1,277,299,20.01,2
14.12,1,298,299,20.14,2
14.15,1,341,294,19.92,2
14.18,1,361,289,20.01,2
14.21,1,381,283,19.78,2
14.24,1,401,277,19.63,2
14.28,1,435,262,19.64,2
14.31,1,450,254,19.56,2
14.34,1,464,246,19.61,2
14.38,1,486,232,19.57,2
14.41,1,495,226,19.68,2
14.44,1,502,221,19.61,2
14.48,1,510,214,19.61,2
14.51,1,512,213,19.61,2
14.54,1,512,212,19.65,2
14.57,1,506,216,19.83,2
14.6,1,501,220,19.83,2
14.63,1,494,225,20.01,2
14.67,1,485,231,20.01,2
14.69,1,475,238,20.13,2
14.73,1,448,253,20.11,2
14.76,1,433,261,20.16,2
14.79,1,416,269,20.25,2
14.82,1,378,283,20.41,2
14.85,1,358,289,20.3,2
14.89,1,337,293,20.48,2
14.92,1,296,299,20.4,2
14.95,1,275,299,20.36,2
14.99,1,255,299,20.14,2
15.02,1,218,294,19.65,2
15.05,1,201,290,19.42,2
15.08,1,186,286,18.92,2
15.12,1,172,281,18.47,2
15.15,1,148,269,17.57,2
15.18,1,138,264,17.07,2
15.21,1,130,259,16.8,2
15.25,1,123,254,16.51,2
15.28,1,114,246,16.14,2
15.31,1,111,244,16.1,2
15.34,1,109,242,16.1,2
15.37,1,109,241,16.1,2
15.4,1,110,242,16.23,2
15.44,1,113,245,16.12,2
15.47,1,117,247,16.23,2
15.5,1,129,255,16.51,2
15.53,1,136,260,16.73,2
15.56,1,146,266,16.99,2
15.59,1,156,271,17.59,2
15.63,1,182,282,18.57,2
15.66,1,196,287,18.67,2
15.69,1,212,291,19.42,2
15.72,1,247,297,19.91,2
15.76,1,266,299,19.96,2
15.79,1,285,299,19.82,2
15.82,1,325,296,19.92,2
15.86,1,344,293,19.97,2
15.89,1,363,288,19.92,2
15.92,1,399,277,19.61,2
15.95,1,416,270,19.7,2
15.98,1,431,263,19.62,2
16.02,1,445,256,19.72,2
16.05,1,468,243,19.63,2
16.09,1,477,237,19.71,2
16.12,1,485,232,19.63,2
16.15,1,495,224,19.61,2
16.19,1,497,222,19.57,2
16.22,1,498,222,19.74,2
16.25,1,495,224,19.83,2
16.28,1,491,226,19.74,2
16.32,1,485,230,20.0,2
16.34,1,477,235,20.03,2
16.37,1,457,247,19.97,2
16.41,1,445,254,20.11,2
16.44,1,431,261,20.18,2
16.47,1,416,268,20.16,2
16.5,1,399,275,20.25,2
16.53,1,363,287,20.27,2
16.56,1,344,292,20.3,2
16.6,1,305,298,20.27,2
16.62,1,286,299,20.28,2
16.65,1,267,299,20.26,2
16.69,1,249,298,19.92,2
16.72,1,231,296,19.63,2
16.75,1,215,293,19.45,2
16.78,1,186,285,18.64,2
16.81,1,174,280,18.24,2
16.84,1,163,276,17.53,2
16.87,1,144,266,16.92,2
16.91,1,137,261,16.92,2
16.95,1,131,257,16.51,2
16.98,1,123,251,16.42,2
17.02,1,120,249,16.33,2
17.05,1,119,248,16.23,2
17.08,1,120,248,16.1,2
17.11,1,123,250,16.23,2
17.14,1,126,252,16.23,2
17.18,1,136,259,16.48,2
17.21,1,143,263,16.66,2
17.24,1,151,267,16.92,2
17.27,1,161,272,17.39,2
17.3,1,183,282,18.2,2
17.34,1,196,287,18.83,2
17.37,1,226,294,19.42,2
17.4,1,243,297,19.53,2
17.43,1,260,299,19.66,2
17.47,1,278,299,19.74,2
17.5,1,296,299,19.91,2
17.52,1,333,295,19.83,2
17.56,1,351,291,19.71,2
17.59,1,368,287,19.74,2
17.63,1,401,276,19.72,2
17.66,1,416,270,19.58,2
17.69,1,429,263,19.68,2
17.72,1,453,251,19.57,2
17.75,1,462,246,19.45,2
17.79,1,470,241,19.53,2
17.82,1,481,233,19.61,2
17.86,1,484,231,19.56,2
17.89,1,485,230,19.71,2
17.92,1,485,230,19.72,2
17.95,1,480,233,19.91,2
17.99,1,475,236,19.93,2
18.02,1,460,245,20.12,2
18.05,1,450,251,20.0,2
18.08,1,439,257,20.18,2
18.11,1,426,263,20.14,2
18.14,1,412,269,20.11,2
18.17,1,380,281,20.12,2
18.2,1,363,287,20.17,2
18.24,1,346,291,20.25,2
18.27,1,328,295,20.36,2
18.29,1,310,298,20.25,2
18.32,1,274,299,20.01,2
18.36,1,257,299,19.83,2
18.39,1,240,297,19.54,2
18.42,1,210,292,19.13,2
18.45,1,197,288,18.57,2
18.49,1,185,284,18.27,2
18.51,1,174,280,17.76,2
18.54,1,164,275,17.63,2
18.58,1,148,267,16.92,2
18.61,1,142,263,16.71,2
18.64,1,138,260,16.51,2
18.67,1,131,255,16.23,2
18.71,1,130,254,16.23,2
18.74,1,130,254,16.23,2
18.77,1,130,254,16.4,2
18.8,1,135,257,16.42,2
18.83,1,139,259,16.43,2
18.87,1,150,266,16.66,2
18.92,1,167,274,17.24,2
18.95,1,177,278,17.85,2
19.0,1,200,287,18.4,2
19.04,1,213,291,18.55,2
19.08,1,242,296,19.42,2
19.11,1,258,298,19.65,2
19.16,1,292,299,19.55,2
19.21,1,326,296,19.75,2
19.25,1,359,289,19.77,2
19.29,1,375,284,19.71,2
19.32,1,404,274,19.71,2
19.36,1,418,268,19.67,2
19.39,1,429,263,19.56,2
19.42,1,440,257,19.56,2
19.45,1,457,248,19.61,2
19.48,1,463,244,19.63,2
19.51,1,468,241,19.61,2
19.54,1,471,238,19.7,2
19.58,1,473,237,19.71,2
19.62,1,471,238,19.91,2
19.65,1,464,242,19.91,2
19.68,1,458,246,19.93,2
19.71,1,450,250,19.83,2
19.74,1,441,255,19.95,2
19.77,1,419,266,20.16,2
19.8,1,405,271,20.21,2
19.84,1,391,277,20.12,2
19.88,1,360,287,20.12,2
19.91,1,344,291,20.25,2
19.95,1,327,295,20.19,2
19.98,1,294,299,19.98,2
