Timestamp,Detected,X,Y,Radius (px)
0.075,0,-1,-1,-1
0.426,0,-1,-1,-1
0.546,0,-1,-1,-1
0.623,0,-1,-1,-1
0.674,0,-1,-1,-1
0.717,0,-1,-1,-1
0.758,0,-1,-1,-1
0.801,0,-1,-1,-1
0.836,1,362,58,61
0.872,1,354,235,68
0.913,1,343,418,47
0.952,0,-1,-1,-1
1.0,0,-1,-1,-1
