Timestamp,Detected,X,Y,Radius (px)
0.042,0,-1,-1,-1
0.383,0,-1,-1,-1
0.444,0,-1,-1,-1
0.497,0,-1,-1,-1
0.541,0,-1,-1,-1
0.579,0,-1,-1,-1
0.627,0,-1,-1,-1
0.676,0,-1,-1,-1
0.709,0,-1,-1,-1
0.74,0,-1,-1,-1
0.77,0,-1,-1,-1
0.799,0,-1,-1,-1
0.827,0,-1,-1,-1
0.854,0,-1,-1,-1
0.888,1,438,81,101
0.921,1,449,256,204
0.948,1,446,443,32
0.976,0,-1,-1,-1
1.007,0,-1,-1,-1
