Timestamp,Detected,X,Y,Radius (px)
0.042,0,-1,-1,-1
0.392,0,-1,-1,-1
0.452,0,-1,-1,-1
0.5,0,-1,-1,-1
0.547,0,-1,-1,-1
0.591,0,-1,-1,-1
0.641,0,-1,-1,-1
0.683,0,-1,-1,-1
0.717,0,-1,-1,-1
0.746,0,-1,-1,-1
0.777,0,-1,-1,-1
0.81,0,-1,-1,-1
0.838,0,-1,-1,-1
0.867,0,-1,-1,-1
0.898,0,-1,-1,-1
0.93,1,531,66,79
0.959,1,505,237,216
0.989,1,522,435,58
1.023,0,-1,-1,-1
