Timestamp,Detected,X,Y,Radius (px)
0.034,0,-1,-1,-1
0.412,0,-1,-1,-1
0.486,0,-1,-1,-1
0.554,0,-1,-1,-1
0.605,0,-1,-1,-1
0.642,0,-1,-1,-1
0.68,0,-1,-1,-1
0.71,0,-1,-1,-1
0.74,0,-1,-1,-1
0.77,0,-1,-1,-1
0.801,0,-1,-1,-1
0.835,0,-1,-1,-1
0.865,0,-1,-1,-1
0.892,0,-1,-1,-1
0.926,1,401,1,28
0.957,1,385,282,114
0.987,1,368,438,56
1.017,0,-1,-1,-1
