Timestamp,Detected,X,Y,Radius (px)
0.082,0,-1,-1,-1
0.499,0,-1,-1,-1
0.592,0,-1,-1,-1
0.688,0,-1,-1,-1
0.742,0,-1,-1,-1
0.784,0,-1,-1,-1
0.828,0,-1,-1,-1
0.864,0,-1,-1,-1
0.895,0,-1,-1,-1
0.93,1,279,28,37
0.964,1,272,114,44
0.998,1,263,223,49
