Timestamp,Detected,X,Y,Radius (px)
0.034,0,-1,-1,-1
0.409,0,-1,-1,-1
0.484,0,-1,-1,-1
0.551,0,-1,-1,-1
0.602,0,-1,-1,-1
0.648,0,-1,-1,-1
0.683,0,-1,-1,-1
0.719,0,-1,-1,-1
0.749,0,-1,-1,-1
0.778,1,230,3,19
0.811,1,218,59,41
0.843,1,203,156,45
0.875,1,189,272,49
0.909,1,176,401,50
0.963,0,-1,-1,-1
1.015,0,-1,-1,-1
