Timestamp,Detected,X,Y,Radius (px)
0.041,0,-1,-1,-1
0.398,0,-1,-1,-1
0.473,0,-1,-1,-1
0.533,0,-1,-1,-1
0.586,0,-1,-1,-1
0.634,0,-1,-1,-1
0.676,0,-1,-1,-1
0.712,0,-1,-1,-1
0.74,0,-1,-1,-1
0.774,1,251,7,24
0.806,1,240,75,43
0.843,1,218,299,49
0.875,1,203,420,38
0.907,0,-1,-1,-1
0.944,0,-1,-1,-1
0.976,0,-1,-1,-1
1.005,0,-1,-1,-1
