Timestamp,Detected,X,Y,Radius (px)
0.041,0,-1,-1,-1
0.419,0,-1,-1,-1
0.486,0,-1,-1,-1
0.54,0,-1,-1,-1
0.591,0,-1,-1,-1
0.641,0,-1,-1,-1
0.681,0,-1,-1,-1
0.714,0,-1,-1,-1
0.743,0,-1,-1,-1
0.774,0,-1,-1,-1
0.805,0,-1,-1,-1
0.837,1,263,1,17
0.868,1,253,57,42
0.9,1,243,156,46
0.935,1,230,279,50
0.971,0,-1,-1,-1
1.0,0,-1,-1,-1
