Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,0.5
0.11,0,-1,-1,0,0.5
0.18,0,-1,-1,0,0.5
0.23,0,-1,-1,0,0.5
0.28,1,99,292,92.59,0.5
0.32,1,415,287,95.83,0.5
0.37,0,-1,-1,0,0.5
0.4,0,-1,-1,0,0.5
0.44,0,-1,-1,0,0.5
0.46,0,-1,-1,0,0.5
0.49,0,-1,-1,0,0.5
0.52,0,-1,-1,0,0.5
0.56,0,-1,-1,0,0.5
0.59,0,-1,-1,0,0.5
0.61,0,-1,-1,0,0.5
0.65,0,-1,-1,0,0.5
0.68,0,-1,-1,0,0.5
0.71,0,-1,-1,0,0.5
0.74,0,-1,-1,0,0.5
0.77,0,-1,-1,0,0.5
0.81,0,-1,-1,0,0.5
0.83,0,-1,-1,0,0.5
0.86,0,-1,-1,0,0.5
0.9,0,-1,-1,0,0.5
0.93,0,-1,-1,0,0.5
0.96,0,-1,-1,0,0.5
0.99,0,-1,-1,0,0.5
1.02,0,-1,-1,0,0.5
1.05,0,-1,-1,0,0.5
1.08,0,-1,-1,0,0.5
1.11,0,-1,-1,0,0.5
1.14,0,-1,-1,0,0.5
1.17,1,566,268,73.27,0.5
1.2,1,446,286,112.73,0.5
1.24,1,275,298,106.77,0.5
1.27,1,32,272,60.63,0.5
1.31,0,-1,-1,0,0.5
1.33,0,-1,-1,0,0.5
1.36,0,-1,-1,0,0.5
1.39,0,-1,-1,0,0.5
1.43,0,-1,-1,0,0.5
1.46,0,-1,-1,0,0.5
1.49,0,-1,-1,0,0.5
1.52,0,-1,-1,0,0.5
1.55,0,-1,-1,0,0.5
1.58,0,-1,-1,0,0.5
1.61,0,-1,-1,0,0.5
1.64,0,-1,-1,0,0.5
1.68,0,-1,-1,0,0.5
1.71,0,-1,-1,0,0.5
1.73,0,-1,-1,0,0.5
1.77,0,-1,-1,0,0.5
1.8,0,-1,-1,0,0.5
1.83,0,-1,-1,0,0.5
1.86,0,-1,-1,0,0.5
1.89,0,-1,-1,0,0.5
1.92,0,-1,-1,0,0.5
1.95,0,-1,-1,0,0.5
1.98,0,-1,-1,0,0.5
2.01,0,-1,-1,0,0.5
2.05,0,-1,-1,0,0.5
2.08,1,8,259,15.51,0.5
2.11,1,59,281,77.12,0.5
2.14,1,176,296,91.69,0.5
2.17,1,467,282,93.42,0.5
2.2,1,567,257,65.93,0.5
2.23,0,-1,-1,0,0.5
2.27,0,-1,-1,0,0.5
2.3,0,-1,-1,0,0.5
2.33,0,-1,-1,0,0.5
2.36,0,-1,-1,0,0.5
2.39,0,-1,-1,0,0.5
2.42,0,-1,-1,0,0.5
2.46,0,-1,-1,0,0.5
2.49,0,-1,-1,0,0.5
2.52,0,-1,-1,0,0.5
2.56,0,-1,-1,0,0.5
2.58,0,-1,-1,0,0.5
2.61,0,-1,-1,0,0.5
2.64,0,-1,-1,0,0.5
2.67,0,-1,-1,0,0.5
2.7,0,-1,-1,0,0.5
2.73,0,-1,-1,0,0.5
2.76,0,-1,-1,0,0.5
2.79,0,-1,-1,0,0.5
2.82,0,-1,-1,0,0.5
2.85,0,-1,-1,0,0.5
2.89,0,-1,-1,0,0.5
2.92,0,-1,-1,0,0.5
2.95,0,-1,-1,0,0.5
2.97,1,591,255,38.03,0.5
3.01,1,516,276,105.7,0.5
3.04,1,362,293,107.43,0.5
3.07,1,89,291,88.92,0.5
3.1,1,26,266,53.6,0.5
3.14,0,-1,-1,0,0.5
3.17,0,-1,-1,0,0.5
3.21,0,-1,-1,0,0.5
3.23,0,-1,-1,0,0.5
3.26,0,-1,-1,0,0.5
3.3,0,-1,-1,0,0.5
3.33,0,-1,-1,0,0.5
3.36,0,-1,-1,0,0.5
3.39,0,-1,-1,0,0.5
3.42,0,-1,-1,0,0.5
3.45,0,-1,-1,0,0.5
3.48,0,-1,-1,0,0.5
3.51,0,-1,-1,0,0.5
3.55,0,-1,-1,0,0.5
3.58,0,-1,-1,0,0.5
3.61,0,-1,-1,0,0.5
3.64,0,-1,-1,0,0.5
3.67,0,-1,-1,0,0.5
3.7,0,-1,-1,0,0.5
3.73,0,-1,-1,0,0.5
3.76,0,-1,-1,0,0.5
3.8,0,-1,-1,0,0.5
3.83,0,-1,-1,0,0.5
3.86,0,-1,-1,0,0.5
3.89,1,28,266,58.93,0.5
3.92,1,210,296,89.69,0.5
3.96,1,337,294,93.61,0.5
3.99,1,476,281,93.18,0.5
4.02,0,-1,-1,0,0.5
4.05,0,-1,-1,0,0.5
4.08,0,-1,-1,0,0.5
4.11,0,-1,-1,0,0.5
4.14,0,-1,-1,0,0.5
4.17,0,-1,-1,0,0.5
4.2,0,-1,-1,0,0.5
4.23,0,-1,-1,0,0.5
4.26,0,-1,-1,0,0.5
4.29,0,-1,-1,0,0.5
4.32,0,-1,-1,0,0.5
4.35,0,-1,-1,0,0.5
4.39,0,-1,-1,0,0.5
4.42,0,-1,-1,0,0.5
4.45,0,-1,-1,0,0.5
4.47,0,-1,-1,0,0.5
4.51,0,-1,-1,0,0.5
4.54,0,-1,-1,0,0.5
4.57,0,-1,-1,0,0.5
4.59,0,-1,-1,0,0.5
4.63,0,-1,-1,0,0.5
4.66,0,-1,-1,0,0.5
4.69,0,-1,-1,0,0.5
4.71,0,-1,-1,0,0.5
4.74,1,586,258,56.02,0.5
4.78,1,516,276,103.06,0.5
4.81,1,375,292,103.62,0.5
4.84,1,244,298,96.98,0.5
4.87,1,45,276,68.8,0.5
4.91,1,7,259,14.48,0.5
4.94,0,-1,-1,0,0.5
4.97,0,-1,-1,0,0.5
5.0,0,-1,-1,0,0.5
5.04,0,-1,-1,0,0.5
5.07,0,-1,-1,0,0.5
5.09,0,-1,-1,0,0.5
5.12,0,-1,-1,0,0.5
5.16,0,-1,-1,0,0.5
5.19,0,-1,-1,0,0.5
5.21,0,-1,-1,0,0.5
5.25,0,-1,-1,0,0.5
5.28,0,-1,-1,0,0.5
5.31,0,-1,-1,0,0.5
5.34,0,-1,-1,0,0.5
5.37,0,-1,-1,0,0.5
5.4,0,-1,-1,0,0.5
5.43,0,-1,-1,0,0.5
5.46,0,-1,-1,0,0.5
5.49,0,-1,-1,0,0.5
5.52,0,-1,-1,0,0.5
5.56,0,-1,-1,0,0.5
5.59,0,-1,-1,0,0.5
5.62,1,14,254,43.03,0.5
5.65,1,57,278,73.01,0.5
5.68,1,147,293,84.93,0.5
5.71,1,257,297,89.68,0.5
5.74,1,377,292,92.97,0.5
5.77,1,575,254,64.05,0.5
5.81,0,-1,-1,0,0.5
5.84,0,-1,-1,0,0.5
5.87,0,-1,-1,0,0.5
5.9,0,-1,-1,0,0.5
5.93,0,-1,-1,0,0.5
5.96,0,-1,-1,0,0.5
5.99,0,-1,-1,0,0.5
6.02,0,-1,-1,0,0.5
6.05,0,-1,-1,0,0.5
6.08,0,-1,-1,0,0.5
6.11,0,-1,-1,0,0.5
6.14,0,-1,-1,0,0.5
6.17,0,-1,-1,0,0.5
6.2,0,-1,-1,0,0.5
6.24,0,-1,-1,0,0.5
6.27,0,-1,-1,0,0.5
6.3,0,-1,-1,0,0.5
6.33,0,-1,-1,0,0.5
6.36,0,-1,-1,0,0.5
6.39,0,-1,-1,0,0.5
6.43,0,-1,-1,0,0.5
6.46,0,-1,-1,0,0.5
6.49,0,-1,-1,0,0.5
6.52,1,515,276,101.5,0.5
6.55,1,386,291,100.85,0.5
6.58,1,265,297,93.9,0.5
6.61,1,157,295,87.03,0.5
6.64,1,66,282,76.26,0.5
6.67,0,-1,-1,0,0.5
6.7,0,-1,-1,0,0.5
6.73,0,-1,-1,0,0.5
6.77,0,-1,-1,0,0.5
6.79,0,-1,-1,0,0.5
6.82,0,-1,-1,0,0.5
6.85,0,-1,-1,0,0.5
6.89,0,-1,-1,0,0.5
6.91,0,-1,-1,0,0.5
6.94,0,-1,-1,0,0.5
6.97,0,-1,-1,0,0.5
7.0,0,-1,-1,0,0.5
7.03,0,-1,-1,0,0.5
7.06,0,-1,-1,0,0.5
7.09,0,-1,-1,0,0.5
7.12,0,-1,-1,0,0.5
7.16,0,-1,-1,0,0.5
7.18,0,-1,-1,0,0.5
7.21,0,-1,-1,0,0.5
7.25,0,-1,-1,0,0.5
7.28,0,-1,-1,0,0.5
7.31,0,-1,-1,0,0.5
7.34,0,-1,-1,0,0.5
7.37,1,31,267,62.47,0.5
7.41,1,86,284,76.16,0.5
7.43,1,179,296,84.13,0.5
7.47,1,396,291,91.5,0.5
7.5,1,514,276,92.53,0.5
7.53,1,575,254,66.02,0.5
7.56,0,-1,-1,0,0.5
7.59,0,-1,-1,0,0.5
7.62,0,-1,-1,0,0.5
7.64,0,-1,-1,0,0.5
7.68,0,-1,-1,0,0.5
7.71,0,-1,-1,0,0.5
7.74,0,-1,-1,0,0.5
7.77,0,-1,-1,0,0.5
7.8,0,-1,-1,0,0.5
7.83,0,-1,-1,0,0.5
7.86,0,-1,-1,0,0.5
7.89,0,-1,-1,0,0.5
7.92,0,-1,-1,0,0.5
7.95,0,-1,-1,0,0.5
7.98,0,-1,-1,0,0.5
8.01,0,-1,-1,0,0.5
8.04,0,-1,-1,0,0.5
8.07,0,-1,-1,0,0.5
8.1,0,-1,-1,0,0.5
8.14,0,-1,-1,0,0.5
8.17,0,-1,-1,0,0.5
8.2,0,-1,-1,0,0.5
8.23,1,589,254,46.02,0.5
8.26,1,534,272,94.46,0.5
8.29,1,428,287,99.56,0.5
8.32,1,209,297,88.03,0.5
8.35,1,116,290,81.51,0.5
8.39,1,48,274,67.54,0.5
8.41,0,-1,-1,0,0.5
8.45,0,-1,-1,0,0.5
8.48,0,-1,-1,0,0.5
8.51,0,-1,-1,0,0.5
8.54,0,-1,-1,0,0.5
8.57,0,-1,-1,0,0.5
8.6,0,-1,-1,0,0.5
8.63,0,-1,-1,0,0.5
8.66,0,-1,-1,0,0.5
8.69,0,-1,-1,0,0.5
8.72,0,-1,-1,0,0.5
8.75,0,-1,-1,0,0.5
8.78,0,-1,-1,0,0.5
8.81,0,-1,-1,0,0.5
8.85,0,-1,-1,0,0.5
8.88,0,-1,-1,0,0.5
8.91,0,-1,-1,0,0.5
8.94,0,-1,-1,0,0.5
8.98,0,-1,-1,0,0.5
9.01,0,-1,-1,0,0.5
9.04,0,-1,-1,0,0.5
9.07,1,8,255,17.55,0.5
9.1,1,35,269,64.08,0.5
9.13,1,88,285,75.31,0.5
9.16,1,173,296,82.79,0.5
9.19,1,372,293,90.69,0.5
9.23,1,482,281,91.35,0.5
9.27,0,-1,-1,0,0.5
9.3,0,-1,-1,0,0.5
9.34,0,-1,-1,0,0.5
9.37,0,-1,-1,0,0.5
9.39,0,-1,-1,0,0.5
9.42,0,-1,-1,0,0.5
9.46,0,-1,-1,0,0.5
9.49,0,-1,-1,0,0.5
9.52,0,-1,-1,0,0.5
9.56,0,-1,-1,0,0.5
9.59,0,-1,-1,0,0.5
9.62,0,-1,-1,0,0.5
9.64,0,-1,-1,0,0.5
9.67,0,-1,-1,0,0.5
9.7,0,-1,-1,0,0.5
9.74,0,-1,-1,0,0.5
9.76,0,-1,-1,0,0.5
9.79,0,-1,-1,0,0.5
9.82,0,-1,-1,0,0.5
9.86,0,-1,-1,0,0.5
9.89,0,-1,-1,0,0.5
9.92,0,-1,-1,0,0.5
9.96,1,570,264,73.54,0.5
9.99,1,511,276,99.53,0.5
10.03,1,295,296,91.55,0.5
10.06,1,201,296,85.12,0.5
10.09,1,116,288,79.21,0.5
10.12,1,19,253,45.2,0.5
10.15,0,-1,-1,0,0.5
10.18,0,-1,-1,0,0.5
10.21,0,-1,-1,0,0.5
10.24,0,-1,-1,0,0.5
10.27,0,-1,-1,0,0.5
10.31,0,-1,-1,0,0.5
10.34,0,-1,-1,0,0.5
10.37,0,-1,-1,0,0.5
10.4,0,-1,-1,0,0.5
10.44,0,-1,-1,0,0.5
10.47,0,-1,-1,0,0.5
10.5,0,-1,-1,0,0.5
10.53,0,-1,-1,0,0.5
10.56,0,-1,-1,0,0.5
10.59,0,-1,-1,0,0.5
10.62,0,-1,-1,0,0.5
10.65,0,-1,-1,0,0.5
10.68,0,-1,-1,0,0.5
10.72,0,-1,-1,0,0.5
10.76,0,-1,-1,0,0.5
10.79,0,-1,-1,0,0.5
10.82,1,57,279,70.35,0.5
10.85,1,126,291,78.82,0.5
10.89,1,211,297,83.91,0.5
10.92,1,401,291,90.02,0.5
10.95,1,504,278,90.71,0.5
10.98,1,564,261,74.37,0.5
11.01,0,-1,-1,0,0.5
11.04,0,-1,-1,0,0.5
11.07,0,-1,-1,0,0.5
11.1,0,-1,-1,0,0.5
11.13,0,-1,-1,0,0.5
11.16,0,-1,-1,0,0.5
11.19,0,-1,-1,0,0.5
11.22,0,-1,-1,0,0.5
11.25,0,-1,-1,0,0.5
11.28,0,-1,-1,0,0.5
11.31,0,-1,-1,0,0.5
11.34,0,-1,-1,0,0.5
11.37,0,-1,-1,0,0.5
11.4,0,-1,-1,0,0.5
11.43,0,-1,-1,0,0.5
11.46,0,-1,-1,0,0.5
11.49,0,-1,-1,0,0.5
11.52,0,-1,-1,0,0.5
11.54,0,-1,-1,0,0.5
11.57,0,-1,-1,0,0.5
11.61,0,-1,-1,0,0.5
11.63,0,-1,-1,0,0.5
11.66,1,578,261,67.52,0.5
11.69,1,529,273,93.49,0.5
11.72,1,334,295,91.59,0.5
11.76,1,243,297,86.05,0.5
11.79,1,158,293,80.93,0.5
11.82,1,38,268,62.85,0.5
11.85,1,12,247,38.55,0.5
11.89,0,-1,-1,0,0.5
11.91,0,-1,-1,0,0.5
11.94,0,-1,-1,0,0.5
11.97,0,-1,-1,0,0.5
12.0,0,-1,-1,0,0.5
12.03,0,-1,-1,0,0.5
12.07,0,-1,-1,0,0.5
12.1,0,-1,-1,0,0.5
12.13,0,-1,-1,0,0.5
12.16,0,-1,-1,0,0.5
12.19,0,-1,-1,0,0.5
12.22,0,-1,-1,0,0.5
12.25,0,-1,-1,0,0.5
12.28,0,-1,-1,0,0.5
12.31,0,-1,-1,0,0.5
12.34,0,-1,-1,0,0.5
12.38,0,-1,-1,0,0.5
12.41,0,-1,-1,0,0.5
12.44,0,-1,-1,0,0.5
12.47,0,-1,-1,0,0.5
12.5,1,22,260,53.67,0.5
12.54,1,54,278,69.09,0.5
12.57,1,194,297,81.89,0.5
12.6,1,278,298,86.01,0.5
12.63,1,369,293,88.54,0.5
12.67,1,542,268,81.25,0.5
12.7,1,585,248,55.51,0.5
12.73,0,-1,-1,0,0.5
12.76,0,-1,-1,0,0.5
12.79,0,-1,-1,0,0.5
12.83,0,-1,-1,0,0.5
12.86,0,-1,-1,0,0.5
