Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,1,42,278,71.22,0.5
0.06,0,-1,-1,0,0.5
0.12,0,-1,-1,0,0.5
0.19,0,-1,-1,0,0.5
0.24,0,-1,-1,0,0.5
0.29,0,-1,-1,0,0.5
0.33,0,-1,-1,0,0.5
0.37,0,-1,-1,0,0.5
0.41,0,-1,-1,0,0.5
0.44,0,-1,-1,0,0.5
0.47,0,-1,-1,0,0.5
0.5,0,-1,-1,0,0.5
0.53,0,-1,-1,0,0.5
0.57,0,-1,-1,0,0.5
0.59,0,-1,-1,0,0.5
0.63,0,-1,-1,0,0.5
0.66,0,-1,-1,0,0.5
0.69,0,-1,-1,0,0.5
0.72,0,-1,-1,0,0.5
0.75,0,-1,-1,0,0.5
0.78,0,-1,-1,0,0.5
0.81,1,5,262,11.79,0.5
0.84,1,180,297,97.96,0.5
0.87,1,325,293,98.53,0.5
0.91,1,473,279,94.08,0.5
0.94,1,566,254,65.45,0.5
0.96,0,-1,-1,0,0.5
1.0,0,-1,-1,0,0.5
1.03,0,-1,-1,0,0.5
1.06,0,-1,-1,0,0.5
1.09,0,-1,-1,0,0.5
1.12,0,-1,-1,0,0.5
1.15,0,-1,-1,0,0.5
1.18,0,-1,-1,0,0.5
1.21,0,-1,-1,0,0.5
1.24,0,-1,-1,0,0.5
1.27,0,-1,-1,0,0.5
1.3,0,-1,-1,0,0.5
1.33,0,-1,-1,0,0.5
1.36,0,-1,-1,0,0.5
1.39,0,-1,-1,0,0.5
1.42,0,-1,-1,0,0.5
1.45,0,-1,-1,0,0.5
1.48,0,-1,-1,0,0.5
1.51,0,-1,-1,0,0.5
1.55,0,-1,-1,0,0.5
1.57,0,-1,-1,0,0.5
1.61,0,-1,-1,0,0.5
1.64,0,-1,-1,0,0.5
1.67,0,-1,-1,0,0.5
1.69,1,572,259,65.28,0.5
1.73,1,486,277,104.08,0.5
1.76,1,336,293,105.34,0.5
1.79,1,72,289,86.18,0.5
1.82,1,15,261,44.6,0.5
1.85,0,-1,-1,0,0.5
1.88,0,-1,-1,0,0.5
1.91,0,-1,-1,0,0.5
1.94,0,-1,-1,0,0.5
1.97,0,-1,-1,0,0.5
2.0,0,-1,-1,0,0.5
2.03,0,-1,-1,0,0.5
2.06,0,-1,-1,0,0.5
2.09,0,-1,-1,0,0.5
2.13,0,-1,-1,0,0.5
2.16,0,-1,-1,0,0.5
2.18,0,-1,-1,0,0.5
2.22,0,-1,-1,0,0.5
2.25,0,-1,-1,0,0.5
2.28,0,-1,-1,0,0.5
2.31,0,-1,-1,0,0.5
2.34,0,-1,-1,0,0.5
2.37,0,-1,-1,0,0.5
2.4,0,-1,-1,0,0.5
2.43,0,-1,-1,0,0.5
2.46,0,-1,-1,0,0.5
2.49,0,-1,-1,0,0.5
2.52,0,-1,-1,0,0.5
