Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,0.5
0.08,0,-1,-1,0,0.5
0.16,0,-1,-1,0,0.5
0.22,0,-1,-1,0,0.5
0.28,0,-1,-1,0,0.5
0.33,0,-1,-1,0,0.5
0.37,0,-1,-1,0,0.5
0.4,0,-1,-1,0,0.5
0.43,0,-1,-1,0,0.5
0.46,0,-1,-1,0,0.5
0.5,0,-1,-1,0,0.5
0.53,0,-1,-1,0,0.5
0.57,0,-1,-1,0,0.5
0.59,0,-1,-1,0,0.5
0.62,0,-1,-1,0,0.5
0.66,0,-1,-1,0,0.5
0.69,1,545,272,86.28,0.5
0.72,1,404,289,111.89,0.5
0.76,1,236,298,106.1,0.5
0.79,1,88,294,94.08,0.5
0.83,0,-1,-1,0,0.5
0.86,0,-1,-1,0,0.5
0.88,0,-1,-1,0,0.5
0.92,0,-1,-1,0,0.5
0.95,0,-1,-1,0,0.5
0.98,0,-1,-1,0,0.5
1.01,0,-1,-1,0,0.5
1.04,0,-1,-1,0,0.5
1.07,0,-1,-1,0,0.5
1.11,0,-1,-1,0,0.5
1.13,0,-1,-1,0,0.5
1.17,0,-1,-1,0,0.5
1.2,0,-1,-1,0,0.5
1.23,0,-1,-1,0,0.5
1.26,0,-1,-1,0,0.5
1.29,0,-1,-1,0,0.5
1.32,0,-1,-1,0,0.5
1.35,0,-1,-1,0,0.5
1.38,0,-1,-1,0,0.5
1.41,0,-1,-1,0,0.5
1.45,0,-1,-1,0,0.5
1.48,0,-1,-1,0,0.5
1.51,0,-1,-1,0,0.5
1.55,0,-1,-1,0,0.5
1.58,0,-1,-1,0,0.5
1.61,1,19,264,51.04,0.5
1.64,1,217,295,94.65,0.5
1.67,1,361,291,95.62,0.5
1.7,1,511,275,92.98,0.5
1.73,1,584,243,48.54,0.5
1.76,0,-1,-1,0,0.5
1.79,0,-1,-1,0,0.5
1.82,0,-1,-1,0,0.5
1.86,0,-1,-1,0,0.5
1.88,0,-1,-1,0,0.5
1.91,0,-1,-1,0,0.5
1.95,0,-1,-1,0,0.5
1.97,0,-1,-1,0,0.5
2.01,0,-1,-1,0,0.5
2.04,0,-1,-1,0,0.5
2.07,0,-1,-1,0,0.5
2.1,0,-1,-1,0,0.5
2.13,0,-1,-1,0,0.5
2.16,0,-1,-1,0,0.5
2.19,0,-1,-1,0,0.5
2.22,0,-1,-1,0,0.5
2.25,0,-1,-1,0,0.5
2.29,0,-1,-1,0,0.5
2.32,0,-1,-1,0,0.5
2.35,0,-1,-1,0,0.5
2.38,0,-1,-1,0,0.5
2.41,0,-1,-1,0,0.5
2.44,0,-1,-1,0,0.5
2.47,0,-1,-1,0,0.5
2.5,1,571,263,70.6,0.5
2.53,1,472,280,108.92,0.5
2.57,1,175,297,98.23,0.5
2.6,1,63,284,79.67,0.5
2.63,1,11,253,38.53,0.5
2.67,0,-1,-1,0,0.5
2.7,0,-1,-1,0,0.5
2.73,0,-1,-1,0,0.5
2.76,0,-1,-1,0,0.5
2.79,0,-1,-1,0,0.5
2.83,0,-1,-1,0,0.5
2.86,0,-1,-1,0,0.5
2.89,0,-1,-1,0,0.5
2.92,0,-1,-1,0,0.5
2.96,0,-1,-1,0,0.5
2.99,0,-1,-1,0,0.5
3.02,0,-1,-1,0,0.5
3.05,0,-1,-1,0,0.5
3.08,0,-1,-1,0,0.5
3.11,0,-1,-1,0,0.5
3.14,0,-1,-1,0,0.5
3.17,0,-1,-1,0,0.5
3.2,0,-1,-1,0,0.5
3.23,0,-1,-1,0,0.5
3.26,0,-1,-1,0,0.5
3.29,0,-1,-1,0,0.5
3.32,0,-1,-1,0,0.5
3.35,0,-1,-1,0,0.5
3.38,1,3,255,10.11,0.5
3.41,1,44,275,70.41,0.5
3.44,1,253,295,92.42,0.5
3.46,1,386,289,94.14,0.5
3.49,1,520,273,91.6,0.5
3.53,1,585,243,49.51,0.5
3.56,0,-1,-1,0,0.5
3.59,0,-1,-1,0,0.5
3.62,0,-1,-1,0,0.5
3.65,0,-1,-1,0,0.5
3.68,0,-1,-1,0,0.5
3.71,0,-1,-1,0,0.5
3.73,0,-1,-1,0,0.5
3.77,0,-1,-1,0,0.5
3.8,0,-1,-1,0,0.5
3.83,0,-1,-1,0,0.5
3.86,0,-1,-1,0,0.5
3.89,0,-1,-1,0,0.5
3.92,0,-1,-1,0,0.5
3.95,0,-1,-1,0,0.5
3.98,0,-1,-1,0,0.5
4.01,0,-1,-1,0,0.5
4.04,0,-1,-1,0,0.5
4.07,0,-1,-1,0,0.5
4.1,0,-1,-1,0,0.5
4.13,0,-1,-1,0,0.5
4.16,0,-1,-1,0,0.5
4.19,0,-1,-1,0,0.5
4.22,0,-1,-1,0,0.5
4.25,0,-1,-1,0,0.5
4.29,1,469,280,105.68,0.5
4.32,1,327,294,102.7,0.5
4.35,1,199,297,95.54,0.5
4.38,1,87,288,85.81,0.5
4.41,0,-1,-1,0,0.5
4.44,0,-1,-1,0,0.5
4.47,0,-1,-1,0,0.5
4.51,0,-1,-1,0,0.5
4.54,0,-1,-1,0,0.5
4.57,0,-1,-1,0,0.5
4.6,0,-1,-1,0,0.5
4.63,0,-1,-1,0,0.5
4.66,0,-1,-1,0,0.5
4.69,0,-1,-1,0,0.5
4.72,0,-1,-1,0,0.5
4.75,0,-1,-1,0,0.5
4.78,0,-1,-1,0,0.5
4.81,0,-1,-1,0,0.5
4.84,0,-1,-1,0,0.5
4.87,0,-1,-1,0,0.5
4.9,0,-1,-1,0,0.5
4.93,0,-1,-1,0,0.5
4.96,0,-1,-1,0,0.5
5.0,0,-1,-1,0,0.5
5.04,0,-1,-1,0,0.5
5.07,0,-1,-1,0,0.5
5.1,0,-1,-1,0,0.5
5.13,0,-1,-1,0,0.5
5.16,1,84,283,79.2,0.5
5.19,1,188,294,86.73,0.5
5.22,1,303,294,91.46,0.5
5.26,1,428,286,92.35,0.5
5.29,1,594,239,31.52,0.5
5.32,0,-1,-1,0,0.5
5.34,0,-1,-1,0,0.5
5.38,0,-1,-1,0,0.5
5.41,0,-1,-1,0,0.5
5.43,0,-1,-1,0,0.5
5.46,0,-1,-1,0,0.5
5.5,0,-1,-1,0,0.5
5.53,0,-1,-1,0,0.5
5.56,0,-1,-1,0,0.5
5.58,0,-1,-1,0,0.5
5.62,0,-1,-1,0,0.5
5.65,0,-1,-1,0,0.5
5.68,0,-1,-1,0,0.5
5.71,0,-1,-1,0,0.5
5.74,0,-1,-1,0,0.5
5.77,0,-1,-1,0,0.5
5.8,0,-1,-1,0,0.5
5.83,0,-1,-1,0,0.5
5.86,0,-1,-1,0,0.5
5.89,0,-1,-1,0,0.5
5.92,0,-1,-1,0,0.5
5.95,0,-1,-1,0,0.5
5.98,0,-1,-1,0,0.5
6.01,1,557,267,78.71,0.5
6.04,1,467,281,102.87,0.5
6.08,1,337,293,99.47,0.5
6.11,1,114,291,85.33,0.5
6.14,1,45,274,68.25,0.5
6.17,1,9,258,18.85,0.5
6.2,0,-1,-1,0,0.5
6.23,0,-1,-1,0,0.5
6.27,0,-1,-1,0,0.5
6.3,0,-1,-1,0,0.5
6.33,0,-1,-1,0,0.5
6.36,0,-1,-1,0,0.5
6.39,0,-1,-1,0,0.5
6.42,0,-1,-1,0,0.5
6.45,0,-1,-1,0,0.5
6.48,0,-1,-1,0,0.5
6.51,0,-1,-1,0,0.5
6.54,0,-1,-1,0,0.5
6.57,0,-1,-1,0,0.5
6.6,0,-1,-1,0,0.5
6.63,0,-1,-1,0,0.5
6.66,0,-1,-1,0,0.5
6.69,0,-1,-1,0,0.5
6.72,0,-1,-1,0,0.5
6.76,0,-1,-1,0,0.5
6.78,0,-1,-1,0,0.5
