Time (s),Detected,X,Y,Radius (px),Distance (m)
0.0,0,-1,-1,0,0.5
0.12,0,-1,-1,0,0.5
0.19,0,-1,-1,0,0.5
0.25,0,-1,-1,0,0.5
0.3,0,-1,-1,0,0.5
0.34,0,-1,-1,0,0.5
0.37,0,-1,-1,0,0.5
0.4,0,-1,-1,0,0.5
0.43,0,-1,-1,0,0.5
0.46,0,-1,-1,0,0.5
0.49,0,-1,-1,0,0.5
0.52,0,-1,-1,0,0.5
0.55,0,-1,-1,0,0.5
0.58,0,-1,-1,0,0.5
0.61,1,582,250,55.02,0.5
0.64,1,497,275,102.78,0.5
0.68,1,336,292,105.75,0.5
0.71,1,179,297,104.14,0.5
0.73,0,-1,-1,0,0.5
0.76,0,-1,-1,0,0.5
0.8,0,-1,-1,0,0.5
0.83,0,-1,-1,0,0.5
0.86,0,-1,-1,0,0.5
0.89,0,-1,-1,0,0.5
0.92,0,-1,-1,0,0.5
0.95,0,-1,-1,0,0.5
0.98,0,-1,-1,0,0.5
1.01,0,-1,-1,0,0.5
1.04,0,-1,-1,0,0.5
1.07,0,-1,-1,0,0.5
1.1,0,-1,-1,0,0.5
1.13,0,-1,-1,0,0.5
1.16,0,-1,-1,0,0.5
1.19,0,-1,-1,0,0.5
1.23,0,-1,-1,0,0.5
1.26,0,-1,-1,0,0.5
1.29,0,-1,-1,0,0.5
1.32,0,-1,-1,0,0.5
1.35,0,-1,-1,0,0.5
1.38,0,-1,-1,0,0.5
1.41,0,-1,-1,0,0.5
1.44,0,-1,-1,0,0.5
1.47,0,-1,-1,0,0.5
1.5,0,-1,-1,0,0.5
1.54,1,41,282,71.63,0.5
1.56,1,144,295,95.45,0.5
1.6,1,287,294,95.89,0.5
1.63,1,548,260,76.71,0.5
1.67,0,-1,-1,0,0.5
1.7,0,-1,-1,0,0.5
1.73,0,-1,-1,0,0.5
1.76,0,-1,-1,0,0.5
1.79,0,-1,-1,0,0.5
1.82,0,-1,-1,0,0.5
1.85,0,-1,-1,0,0.5
1.88,0,-1,-1,0,0.5
1.91,0,-1,-1,0,0.5
1.93,0,-1,-1,0,0.5
1.96,0,-1,-1,0,0.5
1.99,0,-1,-1,0,0.5
2.03,0,-1,-1,0,0.5
2.06,0,-1,-1,0,0.5
2.08,0,-1,-1,0,0.5
2.12,0,-1,-1,0,0.5
2.15,0,-1,-1,0,0.5
2.19,0,-1,-1,0,0.5
2.21,0,-1,-1,0,0.5
2.24,0,-1,-1,0,0.5
2.28,0,-1,-1,0,0.5
2.3,0,-1,-1,0,0.5
2.33,0,-1,-1,0,0.5
2.36,0,-1,-1,0,0.5
2.4,0,-1,-1,0,0.5
2.43,1,584,249,51.02,0.5
2.46,1,513,272,98.17,0.5
2.49,1,224,296,100.17,0.5
2.52,1,90,292,93.79,0.5
2.55,1,22,265,51.48,0.5
2.58,0,-1,-1,0,0.5
2.61,0,-1,-1,0,0.5
2.65,0,-1,-1,0,0.5
2.67,0,-1,-1,0,0.5
2.7,0,-1,-1,0,0.5
2.73,0,-1,-1,0,0.5
2.77,0,-1,-1,0,0.5
2.8,0,-1,-1,0,0.5
2.83,0,-1,-1,0,0.5
2.86,0,-1,-1,0,0.5
2.89,0,-1,-1,0,0.5
2.92,0,-1,-1,0,0.5
2.95,0,-1,-1,0,0.5
2.98,0,-1,-1,0,0.5
3.01,0,-1,-1,0,0.5
3.04,0,-1,-1,0,0.5
3.07,0,-1,-1,0,0.5
3.1,0,-1,-1,0,0.5
3.14,0,-1,-1,0,0.5
3.17,0,-1,-1,0,0.5
3.19,0,-1,-1,0,0.5
3.23,0,-1,-1,0,0.5
3.26,0,-1,-1,0,0.5
3.29,0,-1,-1,0,0.5
3.31,1,24,272,57.94,0.5
